--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Player,WS,Draft Team,Round,Pick,Draft Year,College,From,To,Age,G,GS,AS,WS,ORtg,DRtg,OWS,DWS,WS/48,OBPM,DBPM,BPM,VORP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Team,Player-additional
330,Spencer Hawes,22.6,SAC,1,10,2007,Washington,2007-08,2016-17,19-28,684,368,0,22.6,101,106,5.5,17.1,.070,-1.4,0.2,-1.1,3.4,14.0,7.2,21.4,14.2,13.2,0.9,3.3,14.4,19.5,C-F,CHOCLELACMILPHISAC,hawessp01
331,Charlie Villanueva,22.6,TOR,1,7,2005,Connecticut,2005-06,2015-16,21-31,656,163,0,22.6,105,109,12.0,10.6,.080,0.6,-1.3,-0.6,4.7,16.0,6.7,20.1,13.2,7.2,1.3,2.1,9.0,24.1,F,DALDETMILTOR,villach01
332,Amen Thompson,22.6,HOU,1,4,2023,,2023-24,2025-26,21-23,210,144,0,22.6,123,111,12.4,10.1,.165,1.2,1.8,2.9,8.2,18.7,9.5,16.8,13.1,18.5,2.2,2.4,14.2,18.8,G-F,HOU,thompam01
333,Carlos Delfino,22.5,DET,1,25,2003,,2004-05,2012-13,22-30,507,170,0,22.5,104,104,7.1,15.4,.093,-0.5,0.9,0.5,7.2,12.6,2.9,15.5,9.1,12.1,2.1,0.6,11.4,17.7,G,DETHOUMILTOR,delfica01
334,Corey Brewer,22.5,MIN,1,7,2007,Florida,2007-08,2019-20,21-33,819,310,0,22.5,101,108,5.6,16.9,.058,-2.2,0.7,-1.6,2.0,11.8,3.6,10.1,6.8,10.2,2.7,0.9,11.8,18.5,F-G,DALDENHOULALMINOKCPHISAC,breweco01
335,Tyler Herro,22.3,MIA,1,13,2019,Kentucky,2019-20,2025-26,20-26,394,245,1,22.3,110,114,9.2,13.1,.084,1.6,-0.8,0.8,9.0,16.0,1.5,15.7,8.6,20.6,1.1,0.6,11.5,26.2,G,MIA,herroty01
336,Trey Lyles,22.0,UTA,1,12,2015,Kentucky,2015-16,2024-25,20-29,650,131,0,22.0,111,112,10.1,11.9,.088,-0.4,-0.6,-1.0,3.0,13.4,5.4,21.0,13.2,8.5,1.1,1.7,10.4,18.2,F,DENDETSACSASUTA,lylestr01
337,J.J. Hickson,21.9,CLE,1,19,2008,NC State,2008-09,2015-16,20-27,534,307,0,21.9,104,106,9.2,12.7,.088,-0.8,-1.0,-1.8,0.5,16.1,11.0,23.7,17.3,6.4,1.2,2.0,14.0,20.8,F-C,CLEDENPORSACWAS,hicksjj01
338,O.J. Mayo,21.8,MIN,1,3,2008,Southern California,2008-09,2015-16,21-28,547,325,0,21.8,103,110,10.1,11.7,.062,-0.1,-0.7,-0.9,4.7,13.4,2.0,9.8,5.9,15.6,1.7,0.7,13.7,22.1,G,DALMEMMIL,mayooj01
339,Eddy Curry,21.7,CHI,1,4,2001,,2001-02,2012-13,19-30,527,411,0,21.7,103,108,12.1,9.6,.080,-1.0,-1.4,-2.4,-1.3,15.9,8.3,15.7,12.0,4.2,0.6,2.2,16.7,24.2,C,CHIDALMIANYK,curryed01
340,Doug McDermott,21.7,DEN,1,11,2014,Creighton,2014-15,2025-26,23-34,726,97,0,21.7,114,116,15.5,6.2,.074,-0.4,-1.8,-2.2,-0.7,11.5,2.1,9.5,5.8,7.1,0.5,0.4,7.9,17.4,F,CHIDALINDNYKOKCSACSAS,mcderdo01
341,Kevin Huerter,21.7,ATL,1,19,2018,Maryland,2018-19,2025-26,20-27,551,395,0,21.7,112,116,11.5,10.1,.069,-0.6,-0.3,-0.9,4.1,12.2,2.2,11.4,6.8,14.8,1.6,1.2,10.4,17.6,G,ATLCHIDETSAC,huertke01
342,Deni Avdija,21.7,WAS,1,9,2020,,2020-21,2025-26,20-25,425,275,1,21.7,113,115,9.8,11.8,.088,-0.4,0.4,0.0,6.0,14.4,3.8,20.9,12.3,18.0,1.4,1.4,14.8,20.3,G-F,PORWAS,avdijde01
343,Nenad Krstić,21.5,NJN,1,24,2002,,2004-05,2010-11,21-27,419,373,0,21.5,106,106,8.9,12.6,.098,-2.1,-0.5,-2.6,-1.5,13.6,8.6,16.5,12.6,5.9,0.8,2.1,11.2,19.5,C,BOSNJNOKC,krstine01
344,Reggie Bullock,21.4,LAC,1,25,2013,North Carolina,2013-14,2023-24,22-32,556,294,0,21.4,113,113,10.4,11.1,.082,-1.2,0.0,-1.2,2.6,10.0,1.6,11.2,6.4,7.4,1.3,0.6,7.8,13.5,G-F,DALDETHOULACLALNYKPHO,bullore01
345,Stromile Swift,21.3,MEM,1,2,2000,Louisiana State,2000-01,2008-09,21-29,547,97,0,21.3,102,103,7.5,13.9,.095,-1.9,0.3,-1.6,1.1,16.1,9.4,17.5,13.5,4.5,1.7,4.6,13.7,21.4,F,HOUMEMNJNPHOVAN,swiftst01
346,Chet Holmgren,21.2,OKC,1,2,2022,Gonzaga,2023-24,2025-26,21-23,183,183,1,21.2,122,106,10.1,11.1,.192,1.8,1.7,3.5,7.4,20.7,6.6,24.2,15.7,10.2,1.1,7.1,11.0,21.8,F-C,OKC,holmgch01
347,Wayne Ellington,21.1,MIN,1,28,2009,North Carolina,2009-10,2021-22,22-34,770,206,0,21.1,108,112,13.0,8.2,.063,-0.5,-0.9,-1.5,2.2,11.1,1.6,9.9,5.7,8.2,1.3,0.3,8.2,17.0,G,BRKCLEDALDETLALMEMMIAMINNYK,ellinwa01
348,Michael Kidd-Gilchrist,21.0,CHA,1,2,2012,Kentucky,2012-13,2019-20,19-26,446,356,0,21.0,108,108,9.6,11.5,.092,-2.0,0.2,-1.8,0.6,13.4,7.0,17.6,12.2,7.5,1.4,2.3,10.1,16.2,F,CHACHODAL,kiddgmi01
349,T.J. Warren,20.9,PHO,1,14,2014,NC State,2014-15,2023-24,21-30,385,236,0,20.9,112,112,13.9,7.0,.097,0.4,-0.8,-0.4,4.1,16.4,5.0,11.0,8.0,7.1,1.6,1.4,7.0,21.7,F,BRKINDMINPHO,warretj01
350,Ömer Aşık,20.9,POR,2,36,2008,,2010-11,2017-18,24-31,471,262,0,20.9,106,103,7.2,13.6,.109,-1.9,0.0,-1.9,0.1,13.4,12.8,28.1,20.5,4.5,0.9,2.8,19.3,13.6,C,CHIHOUNOP,asikom01
351,Dario Šarić,20.8,ORL,1,12,2014,,2016-17,2025-26,22-31,498,230,0,20.8,109,111,9.7,11.2,.090,-0.2,-0.6,-0.8,3.4,13.9,6.7,19.1,12.9,12.4,1.2,0.7,13.7,20.3,F-C,DENGSWMINOKCPHIPHOSAC,saricda01
352,Nikola Mirotić,20.8,HOU,1,23,2011,,2014-15,2018-19,23-27,319,95,0,20.8,110,105,10.2,10.6,.129,1.4,0.3,1.6,7.1,16.7,4.2,21.8,13.1,8.3,1.5,2.3,9.9,21.7,F,CHIMILNOP,mirotni01
353,Kwame Brown,20.8,WAS,1,1,2001,,2001-02,2012-13,19-30,607,281,0,20.8,102,105,6.7,14.1,.074,-2.1,-0.3,-2.4,-1.3,12.5,9.3,19.8,14.5,6.6,1.3,2.1,16.7,15.8,F,CHADETGSWLALMEMPHIWAS,brownkw01
354,Rasual Butler,20.8,MIA,2,53,2002,La Salle,2002-03,2015-16,23-36,809,266,0,20.8,102,108,6.5,14.3,.058,-0.8,-0.6,-1.4,2.6,10.6,2.0,11.1,6.6,6.3,0.9,1.9,8.0,17.7,F-G,CHIINDLACMIANOHNOKSASTORWAS,butlera01
355,John Henson,20.7,MIL,1,14,2012,North Carolina,2012-13,2019-20,22-29,445,160,0,20.7,109,105,9.5,11.2,.113,-1.1,0.6,-0.5,3.4,17.1,10.4,20.5,15.4,9.1,1.2,6.2,14.0,18.1,C-F,CLEDETMIL,hensojo01
356,Keith Bogans,20.4,MIL,2,43,2003,Kentucky,2003-04,2013-14,23-33,671,333,0,20.4,104,107,7.4,13.0,.068,-1.6,0.1,-1.5,1.9,9.6,3.1,11.4,7.3,9.3,1.6,0.4,12.2,14.7,G-F,BOSBRKCHACHIHOUMILNJNORLSAS,boganke01
357,Hakim Warrick,20.4,MEM,1,19,2005,Syracuse,2005-06,2012-13,23-30,526,108,0,20.4,108,110,13.2,7.2,.092,-0.6,-1.2,-1.9,0.4,15.5,7.5,15.8,11.6,6.4,1.1,1.1,12.3,21.8,F,CHACHIMEMMILNOHPHO,warriha01
358,Jason Maxiell,20.3,DET,1,26,2005,Cincinnati,2005-06,2014-15,22-31,618,188,0,20.3,105,106,8.1,12.2,.086,-2.2,-0.3,-2.5,-1.4,13.0,10.6,16.3,13.4,3.8,1.1,3.4,12.7,15.7,F-C,CHODETORL,maxieja01
359,Tre Jones,20.3,SAS,2,41,2020,Duke,2020-21,2025-26,21-26,362,175,0,20.3,123,118,15.0,5.2,.119,0.0,0.0,-0.1,4.0,16.0,2.8,10.7,6.7,29.5,1.9,0.5,12.4,17.0,G,CHISAS,jonestr01
360,Tyler Hansbrough,20.2,IND,1,13,2009,North Carolina,2009-10,2015-16,24-30,428,50,0,20.2,111,105,11.4,8.8,.134,-1.2,-0.8,-2.0,0.0,14.8,11.7,16.5,14.1,4.1,1.5,1.0,10.4,19.0,F,CHOINDTOR,hansbty01
361,Evan Turner,20.2,PHI,1,2,2010,Ohio State,2010-11,2019-20,22-31,705,295,0,20.2,98,107,-0.5,20.7,.051,-2.1,0.2,-1.9,0.5,11.9,2.2,17.0,9.5,19.8,1.4,0.8,15.5,19.1,G,ATLBOSINDPHIPOR,turneev01
362,Bobby Simmons,20.1,OKC,2,42,2001,DePaul,2001-02,2011-12,21-31,466,228,0,20.1,108,109,12.4,7.7,.084,-0.4,-0.4,-0.7,3.6,12.9,5.7,12.7,9.2,10.3,1.8,0.6,11.7,17.7,G-F,LACMILNJNSASWAS,simmobo01
363,Malik Beasley,20.1,DEN,1,19,2016,Florida State,2016-17,2024-25,20-28,578,209,0,20.1,111,116,10.6,9.5,.070,0.2,-1.2,-0.9,3.7,12.4,2.0,10.8,6.4,8.3,1.4,0.4,7.4,19.8,G,DENDETLALMILMINUTA,beaslma01
364,Jason Collins,20.1,HOU,1,18,2001,Stanford,2001-02,2013-14,23-35,735,477,0,20.1,97,103,0.7,19.4,.064,-4.6,0.8,-3.7,-6.5,7.0,7.1,14.1,10.6,6.4,1.3,1.9,18.0,10.4,C,ATLBOSBRKMEMMINNJNWAS,collija04
365,Marcus Thornton,20.0,MIA,2,43,2009,Louisiana State,2009-10,2016-17,22-29,483,135,0,20.0,108,111,14.5,5.5,.085,1.4,-1.2,0.2,6.2,15.5,4.0,9.7,6.8,10.1,1.8,0.4,8.3,23.2,G,BOSBRKHOUNOHPHOSACWAS,thornma01
366,Saddiq Bey,20.0,NJN,1,19,2020,Villanova,2020-21,2025-26,21-26,364,287,0,20.0,116,118,13.8,6.2,.087,0.9,-1.4,-0.5,4.3,14.3,5.1,14.2,9.5,9.8,1.4,0.5,6.7,19.9,F,ATLDETNOP,beysa01
367,Eddie House,20.0,MIA,2,37,2000,Arizona State,2000-01,2010-11,22-32,717,31,0,20.0,102,105,6.2,13.8,.077,-0.1,0.1,0.0,6.1,13.2,1.6,9.8,5.8,15.4,2.0,0.4,9.7,21.8,G,BOSCHALACMIAMILNJNNYKPHOSAC,houseed01
368,Nemanja Bjelica,20.0,WAS,2,35,2010,,2015-16,2021-22,27-33,449,162,0,20.0,114,110,11.1,8.8,.104,-0.2,0.5,0.3,5.4,13.7,5.8,19.2,12.4,12.8,1.5,1.8,13.5,16.1,F,GSWMIAMINSAC,bjeline01
369,Coby White,19.9,CHI,1,7,2019,North Carolina,2019-20,2025-26,19-25,472,251,0,19.9,111,117,10.3,9.6,.069,-0.2,-1.3,-1.5,1.7,13.6,1.4,12.3,6.8,19.3,1.1,0.5,12.0,22.8,G,CHICHO,whiteco01
370,LaMelo Ball,19.8,CHA,1,3,2020,,2020-21,2025-26,19-24,303,280,1,19.8,111,114,10.0,9.8,.101,3.4,-0.1,3.3,12.5,19.1,4.0,16.0,10.0,39.1,2.2,0.9,14.4,30.6,G,CHO,ballla01
371,Collin Sexton,19.7,CLE,1,8,2018,Alabama,2018-19,2025-26,20-27,475,357,0,19.7,112,120,16.6,3.2,.069,0.9,-2.0,-1.1,3.0,16.3,3.2,7.3,5.2,20.7,1.4,0.4,12.6,26.8,G,CHICHOCLEUTA,sextoco01
372,Mickaël Piétrus,19.7,GSW,1,11,2003,,2003-04,2012-13,21-30,557,172,0,19.7,104,106,6.9,12.8,.079,-1.0,0.1,-0.9,3.2,11.6,4.0,12.1,8.1,5.9,1.6,1.4,11.9,18.2,G-F,BOSGSWORLPHOTOR,pietrmi01
373,Omri Casspi,19.6,SAC,1,23,2009,,2009-10,2018-19,21-30,588,145,0,19.6,106,109,10.0,9.5,.078,-0.4,-0.4,-0.8,3.5,13.0,4.5,17.6,11.1,8.6,1.5,0.9,12.3,17.8,F,CLEGSWHOUMEMMINNOPSAC,casspom01
374,Isaiah Stewart,19.5,POR,1,16,2020,Washington,2020-21,2025-26,19-24,365,194,0,19.5,117,113,9.5,9.9,.106,-1.6,0.1,-1.5,1.2,14.1,9.8,21.2,15.4,7.6,0.8,4.5,13.4,15.1,F-C,DET,stewais01
375,Ryan Gomes,19.4,BOS,2,50,2005,Providence,2005-06,2013-14,23-31,487,371,0,19.4,107,111,11.5,7.9,.069,-0.7,-0.9,-1.6,1.4,12.5,5.3,14.3,9.7,8.6,1.4,0.4,10.5,17.5,F,BOSLACMINOKC,gomesry01
376,Goga Bitadze,19.3,IND,1,18,2019,,2019-20,2025-26,20-26,383,100,0,19.3,124,108,10.0,9.3,.166,-0.7,1.8,1.1,4.4,17.9,12.7,20.7,16.6,11.9,1.5,6.4,13.6,15.5,C,INDORL,bitadgo01
377,Ronny Turiaf,19.2,LAL,2,37,2005,Gonzaga,2005-06,2014-15,23-32,473,105,0,19.2,114,106,10.1,9.1,.115,-1.5,1.8,0.3,4.7,13.8,7.4,17.3,12.4,11.0,1.1,5.4,15.5,12.6,F,GSWLACLALMIAMINNYKWAS,turiaro01
378,Aaron Brooks,19.2,HOU,1,26,2007,Oregon,2007-08,2017-18,23-33,645,183,0,19.2,104,110,10.6,8.7,.069,0.1,-1.2,-1.2,2.7,13.3,2.1,6.8,4.5,23.6,1.4,0.5,14.4,23.1,G,CHIDENHOUINDMINPHOSAC,brookaa01
379,Earl Watson,19.2,OKC,2,40,2001,UCLA,2001-02,2013-14,22-34,878,227,0,19.2,100,108,4.4,14.8,.047,-1.3,-0.1,-1.4,2.8,12.1,2.7,9.0,5.9,30.4,2.3,0.7,21.4,16.7,G,DENINDMEMOKCPORSEAUTA,watsoea01
380,Andray Blatche,19.2,WAS,2,49,2005,,2005-06,2013-14,19-27,564,191,0,19.2,101,106,5.2,14.0,.074,-0.8,0.0,-0.8,3.8,16.8,9.6,18.9,14.1,11.3,2.1,2.9,14.1,23.7,F,BRKWAS,blatcan01
381,Mike Muscala,19.2,DAL,2,44,2013,Bucknell,2013-14,2023-24,22-32,548,45,0,19.2,115,110,10.4,8.8,.112,-0.3,0.1,-0.2,3.7,13.5,5.7,16.6,11.2,8.2,1.0,2.6,9.9,16.0,F-C,ATLBOSDETLALOKCPHIWAS,muscami01
382,DeJuan Blair,19.0,SAS,2,37,2009,Pittsburgh,2009-10,2015-16,20-26,424,179,0,19.0,106,102,7.5,11.5,.129,-1.5,0.3,-1.2,1.4,16.5,13.6,21.6,17.7,7.8,2.3,1.3,15.1,20.2,F-C,DALSASWAS,blairde01
383,Isaiah Joe,19.0,PHI,2,49,2020,Arkansas,2020-21,2025-26,21-26,392,38,0,19.0,122,113,10.7,8.3,.131,0.8,-0.2,0.6,4.6,13.5,2.3,10.4,6.5,8.8,1.5,0.8,7.1,17.3,G,OKCPHI,joeis01
384,Gary Trent Jr.,19.0,SAC,2,37,2018,Duke,2018-19,2025-26,20-27,480,231,0,19.0,112,117,10.7,8.3,.070,-0.7,-0.8,-1.6,1.4,12.6,1.3,7.6,4.4,7.5,1.9,0.6,5.5,19.6,G,MILPORTOR,trentga02
385,Andrea Bargnani,18.9,TOR,1,1,2006,,2006-07,2015-16,21-30,550,377,0,18.9,103,111,9.8,9.1,.057,-0.1,-1.5,-1.6,1.5,14.4,3.9,15.0,9.5,7.1,0.7,2.4,10.3,24.0,F-C,BRKNYKTOR,bargnan01
386,Nikola Peković,18.8,MIN,2,31,2008,,2010-11,2015-16,25-30,271,194,0,18.8,112,108,13.5,5.2,.134,0.8,-1.4,-0.7,2.2,18.6,13.0,17.1,15.0,5.1,1.1,1.7,12.2,22.1,C,MIN,pekovni01
387,Rui Hachimura,18.7,WAS,1,9,2019,Gonzaga,2019-20,2025-26,21-27,405,264,0,18.7,115,117,11.0,7.7,.080,-0.8,-1.2,-2.0,0.1,13.2,3.8,14.3,9.1,6.3,1.1,1.0,7.3,17.9,F,LALWAS,hachiru01
388,Jerryd Bayless,18.6,IND,1,11,2008,Arizona,2008-09,2018-19,20-30,586,99,0,18.6,104,109,8.7,9.9,.072,-1.1,-0.5,-1.6,1.1,12.2,1.6,9.9,5.8,21.2,1.5,0.5,14.9,20.1,G,BOSMEMMILMINNOHPHIPORTOR,bayleje01
389,Jarred Vanderbilt,18.6,ORL,2,41,2018,Kentucky,2018-19,2025-26,19-26,374,173,0,18.6,120,111,8.4,10.3,.122,-1.4,1.3,-0.2,3.3,14.2,10.5,22.7,16.6,9.5,2.5,1.9,16.5,12.4,F,DENLALMINUTA,vandeja01
390,Dāvis Bertāns,18.6,IND,2,42,2011,,2016-17,2023-24,24-31,475,41,0,18.6,117,113,11.7,6.9,.105,0.7,-0.5,0.2,4.7,12.8,1.9,13.1,7.5,7.4,1.2,1.7,7.7,16.6,F,CHODALOKCSASWAS,bertada01
391,Nick Young,18.6,WAS,1,16,2007,Southern California,2007-08,2018-19,22-33,720,201,0,18.6,105,113,14.2,4.4,.054,-0.3,-1.9,-2.2,-0.8,12.9,1.8,8.1,4.9,7.0,1.2,0.6,8.5,22.7,G-F,DENGSWLACLALPHIWAS,youngni01
392,Glen Davis,18.6,OKC,2,35,2007,Louisiana State,2007-08,2014-15,22-29,514,121,0,18.6,100,103,3.0,15.5,.082,-2.7,0.1,-2.6,-1.7,12.4,8.2,15.9,12.1,6.9,1.7,1.3,11.3,20.1,F-C,BOSLACORL,davisgl01
393,Tony Snell,18.5,CHI,1,20,2013,New Mexico,2013-14,2021-22,22-30,601,310,0,18.5,111,112,9.8,8.8,.068,-1.7,-0.4,-2.0,-0.1,8.9,1.5,10.0,5.8,7.3,1.0,0.9,9.2,12.1,G-F,ATLCHIDETMILNOPPOR,snellto01
394,Keyon Dooling,18.5,ORL,1,10,2000,Missouri,2000-01,2012-13,20-32,728,86,0,18.5,103,109,8.7,9.8,.063,-1.6,-0.4,-2.0,-0.2,11.5,1.1,6.8,4.0,18.8,1.7,0.4,14.1,18.7,G,BOSLACMEMMIAMILNJNORL,doolike01
395,Josh McRoberts,18.5,POR,2,37,2007,Duke,2007-08,2017-18,20-30,433,179,0,18.5,110,106,9.1,9.3,.107,-0.7,1.0,0.3,4.7,13.2,6.4,16.5,11.4,16.8,1.4,1.8,15.0,13.9,F-C,CHADALINDLALMIAORLPOR,mcrobjo01
396,Gerald Green,18.4,BOS,1,18,2005,,2005-06,2018-19,20-33,658,118,0,18.4,103,109,7.6,10.8,.068,-0.2,-1.1,-1.3,2.4,13.0,2.8,11.5,7.1,7.7,1.3,1.2,10.7,23.0,G-F,BOSDALHOUINDMIAMINNJNPHO,greenge01
397,Jabari Smith Jr.,18.3,HOU,1,3,2022,Auburn,2022-23,2025-26,19-22,289,271,0,18.3,115,115,8.2,10.1,.094,-1.1,-0.3,-1.4,1.4,12.8,5.5,19.3,12.4,6.4,0.9,2.5,9.1,17.7,F-C,HOU,smithja05
398,Gerald Henderson,18.3,CHA,1,12,2009,Duke,2009-10,2016-17,22-29,535,333,0,18.3,103,109,8.7,9.6,.063,-1.2,-0.6,-1.8,0.6,13.4,2.5,11.6,7.0,12.8,1.3,1.0,9.9,21.1,G,CHACHOPHIPOR,hendege02
399,Francisco García,18.2,SAC,1,23,2005,Louisville,2005-06,2014-15,24-33,549,137,0,18.2,106,109,9.1,9.1,.074,-0.5,0.4,-0.1,5.7,12.3,2.7,11.0,6.8,10.0,1.9,2.4,12.0,17.0,F-G,HOUSAC,garcifr01
400,Isaac Okoro,18.2,CLE,1,5,2020,Auburn,2020-21,2025-26,20-25,397,300,0,18.2,117,116,9.2,9.0,.084,-2.6,0.3,-2.3,-0.8,10.0,4.0,7.7,5.9,8.3,1.5,1.3,9.7,13.2,G-F,CHICLE,okorois01


Provided by <a href="https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">Stathead</a>: <a href="https://www.sports-reference.com/stathead/basketball/player-season-finder.cgi?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">Found with Stathead. See Full Results.</a><br>Generated 5/5/2026.--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Player,WS,Draft Team,Round,Pick,Draft Year,College,From,To,Age,G,GS,AS,WS,ORtg,DRtg,OWS,DWS,WS/48,OBPM,DBPM,BPM,VORP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Team,Player-additional
401,Tomáš Satoranský,17.9,WAS,2,32,2012,,2016-17,2021-22,25-30,388,182,0,17.9,116,113,11.7,6.2,.100,-0.9,0.0,-0.9,2.4,13.3,4.0,10.5,7.2,25.3,1.7,0.6,17.8,14.4,G,CHINOPSASWAS,satorto01
402,Moritz Wagner,17.9,LAL,1,25,2018,Michigan,2018-19,2025-26,21-28,399,57,0,17.9,117,112,10.1,7.7,.132,-0.1,0.1,0.1,3.4,17.1,6.7,20.1,13.3,11.4,1.5,1.5,13.2,21.8,F-C,BOSLALORLWAS,wagnemo01
403,Kyle O'Quinn,17.8,ORL,2,49,2012,Norfolk State,2012-13,2019-20,22-29,472,65,0,17.8,109,104,7.7,10.2,.128,-0.9,1.8,0.9,5.0,17.9,10.3,25.4,17.9,14.8,1.4,5.5,16.5,18.4,F-C,INDNYKORLPHI,oquinky01
404,Obi Toppin,17.7,NYK,1,8,2020,Dayton,2020-21,2025-26,22-27,386,50,0,17.7,121,115,11.1,6.6,.128,1.3,-0.1,1.2,5.4,16.4,4.6,17.6,11.1,10.7,1.2,1.8,9.5,19.1,F,INDNYK,toppiob01
405,Lance Stephenson,17.5,IND,2,40,2010,Cincinnati,2010-11,2021-22,20-31,554,200,0,17.5,100,106,1.5,16.0,.066,-1.6,0.3,-1.3,2.3,12.2,3.1,16.5,9.9,20.3,1.4,0.5,16.4,19.5,G-F,ATLCHOINDLACLALMEMMINNOP,stephla01
406,Victor Wembanyama,17.5,SAS,1,1,2023,,2023-24,2025-26,20-22,181,172,2,17.5,112,105,5.3,12.2,.152,3.9,3.5,7.4,13.0,25.7,7.3,31.6,19.5,19.3,1.8,9.9,13.7,31.8,C-F,SAS,wembavi01
407,Ayo Dosunmu,17.5,CHI,2,38,2021,Illinois,2021-22,2025-26,22-26,348,173,0,17.5,117,117,10.1,7.3,.086,-1.2,0.0,-1.2,2.0,12.7,2.3,9.6,6.0,16.7,1.5,1.2,12.8,16.5,G,CHIMIN,dosunay01
408,Grant Williams,17.4,BOS,1,22,2019,Tennessee,2019-20,2025-26,21-27,416,111,0,17.4,115,113,7.3,10.1,.089,-2.1,0.5,-1.6,1.0,10.2,4.8,13.0,8.9,8.7,1.1,2.1,14.2,13.5,F,BOSCHODAL,willigr01
409,Rodney Hood,17.4,UTA,1,23,2014,Duke,2014-15,2021-22,22-29,448,253,0,17.4,107,111,9.2,8.3,.076,-0.8,-0.4,-1.2,2.2,12.1,1.6,10.3,6.0,10.7,1.4,0.6,8.9,19.6,G-F,CLELACMILPORTORUTA,hoodro01
410,RJ Barrett,17.3,NYK,1,3,2019,Duke,2019-20,2025-26,19-25,444,443,0,17.3,107,115,4.1,13.2,.057,-0.4,-1.1,-1.5,1.8,14.2,3.1,15.5,9.2,16.1,1.0,0.8,11.0,26.0,G-F,NYKTOR,barrerj01
411,Jamaal Tinsley,17.2,MEM,1,27,2001,Iowa State,2001-02,2013-14,23-35,547,404,0,17.2,97,104,-0.6,17.8,.057,-0.4,0.4,0.0,7.1,13.6,2.8,10.0,6.4,37.8,2.8,0.8,21.8,19.9,G,INDMEMUTA,tinslja01
412,Josh Giddey,17.2,OKC,1,6,2021,,2021-22,2025-26,19-23,334,330,0,17.2,110,113,5.7,11.5,.083,1.2,0.4,1.5,8.8,16.7,6.0,21.3,13.7,32.2,1.4,1.5,17.4,23.2,G,CHIOKC,giddejo01
413,Avery Bradley,17.2,BOS,1,19,2010,Texas,2010-11,2021-22,20-31,660,544,0,17.2,99,109,0.3,16.9,.045,-2.1,-0.3,-2.4,-1.8,10.7,2.4,8.9,5.7,9.6,1.8,0.6,11.0,19.3,G,BOSDETHOULACLALMEMMIA,bradlav01
414,Walker Kessler,17.1,MEM,1,22,2022,Auburn,2022-23,2025-26,21-24,201,125,0,17.1,132,113,10.9,6.2,.161,0.8,1.2,2.0,5.1,19.9,14.7,24.9,19.8,6.8,0.9,8.3,13.8,13.4,C,UTA,kesslwa01
415,Tyler Zeller,17.1,DAL,1,17,2012,North Carolina,2012-13,2019-20,23-30,414,166,0,17.1,111,108,10.4,6.6,.113,-1.4,-0.6,-2.0,0.0,14.9,9.6,18.5,14.0,8.1,0.7,2.7,11.8,17.8,F-C,ATLBOSBRKCLEMEMMILSAS,zellety01
416,T.J. Ford,16.9,MIL,1,8,2003,Texas,2003-04,2011-12,20-28,429,306,0,16.9,102,108,6.4,10.4,.068,-0.2,-0.2,-0.4,4.6,15.1,2.8,10.1,6.4,34.1,2.2,0.3,18.0,22.2,G,INDMILSASTOR,fordtj01
417,Mike Scott,16.8,ATL,2,43,2012,Virginia,2012-13,2020-21,24-32,555,34,0,16.8,108,109,7.9,8.9,.088,-0.8,-0.9,-1.7,0.6,12.3,4.7,16.1,10.5,8.3,1.0,0.7,9.5,18.1,F,ATLLACPHIWAS,scottmi01
418,Dillon Brooks,16.8,HOU,2,45,2017,Oregon,2017-18,2025-26,22-30,548,521,0,16.8,105,114,2.4,14.3,.050,-2.5,-0.8,-3.3,-5.2,11.1,2.8,9.3,6.0,9.9,1.5,0.7,9.4,22.2,F-G,HOUMEMPHO,brookdi01
419,Devin Vassell,16.8,SAS,1,11,2020,Florida State,2020-21,2025-26,20-25,370,251,0,16.8,112,116,7.5,9.2,.077,0.0,-0.3,-0.3,4.4,13.9,1.8,12.7,7.2,13.3,1.7,1.3,7.8,20.5,G-F,SAS,vassede01
420,Travis Outlaw,16.5,POR,1,23,2003,,2003-04,2013-14,19-29,622,98,0,16.5,103,109,6.6,9.9,.061,-0.9,-0.5,-1.4,2.1,13.1,4.3,13.8,9.0,6.7,1.4,2.3,8.9,20.6,F,LACNJNPORSAC,outlatr01
421,Nickeil Alexander-Walker,16.5,NJN,1,17,2019,Virginia Tech,2019-20,2025-26,21-27,459,139,0,16.5,110,114,5.3,11.2,.075,-0.6,0.0,-0.6,3.7,12.5,2.3,10.4,6.3,15.7,1.6,1.7,12.2,20.1,G,ATLMINNOPUTA,alexani01
422,P.J. Washington,16.5,CHA,1,12,2019,Kentucky,2019-20,2025-26,21-27,446,373,0,16.5,107,114,2.9,13.6,.058,-1.3,0.1,-1.3,2.6,13.0,4.4,16.9,10.6,10.5,1.5,2.9,11.8,19.2,F,CHODAL,washipj01
