--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Player,WS,Draft Team,Round,Pick,Draft Year,College,From,To,Age,G,GS,AS,WS,ORtg,DRtg,OWS,DWS,WS/48,OBPM,DBPM,BPM,VORP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Team,Player-additional
1083,Dijon Thompson,0.2,NYK,2,54,2005,UCLA,2005-06,2006-07,22-23,16,0,0,0.2,107,107,0.1,0.1,.102,0.7,-1.1,-0.5,0.0,16.4,8.7,14.7,11.7,5.4,1.6,0.8,6.4,22.7,G-F,ATLPHO,thompdi01
1084,JaJuan Johnson,0.2,NJN,1,27,2011,Purdue,2011-12,2011-12,22,36,0,0,0.2,88,99,-0.3,0.5,.032,-3.3,-0.6,-3.9,-0.1,11.4,8.3,14.4,11.5,3.6,0.9,3.6,10.1,22.4,F,BOS,johnsja02
1085,Sasha Kaun,0.2,OKC,2,56,2008,Kansas,2015-16,2015-16,30,25,0,0,0.2,100,100,0.0,0.2,.096,-3.3,0.5,-2.8,0.0,12.5,14.4,16.5,15.5,4.5,2.2,4.3,24.3,13.7,C,CLE,kaunsa01
1086,Chris Livingston,0.2,MIL,2,58,2023,Kentucky,2023-24,2025-26,20-22,45,1,0,0.2,101,113,-0.1,0.3,.042,-5.8,-0.8,-6.6,-0.3,9.0,6.9,22.9,15.1,6.7,1.8,0.0,14.4,15.5,F,CLEMIL,livinch01
1087,Chris Porter,0.2,GSW,2,55,2000,Auburn,2000-01,2000-01,22,51,35,0,0.2,94,109,-0.1,0.3,.008,-2.7,-1.8,-4.5,-0.7,11.1,7.6,10.1,8.7,9.0,2.0,0.4,10.4,20.8,F,GSW,portech01
1088,Willie Warren,0.2,LAC,2,54,2010,Oklahoma,2010-11,2010-11,21,19,0,0,0.2,105,110,0.1,0.1,.065,-2.4,-0.3,-2.7,0.0,10.8,0.9,9.5,5.2,30.4,2.3,0.0,17.2,15.5,G,LAC,warrewi01
1089,Pacôme Dadiet,0.2,NYK,1,25,2024,,2024-25,2025-26,19-20,47,0,0,0.2,102,115,-0.1,0.3,.035,-3.9,-0.8,-4.7,-0.2,8.1,3.2,17.4,10.3,8.8,1.2,1.2,7.5,16.3,F,NYK,dadiepa01
1090,Kim English,0.2,DET,2,44,2012,Missouri,2012-13,2012-13,24,41,0,0,0.2,96,110,0.0,0.2,.021,-4.0,-0.2,-4.2,-0.2,7.9,2.2,8.4,5.2,9.8,2.1,0.6,13.2,16.1,G,DET,engliki01
1091,Rocco Zikarsky,0.2,CHI,2,45,2025,,2025-26,2025-26,19,5,0,0,0.2,145,105,0.1,0.1,.237,0.7,1.7,2.4,0.0,21.0,6.2,35.9,21.4,7.5,0.0,12.0,9.3,12.6,C,MIN,zikarro01
1092,Nathan Jawai,0.2,IND,2,41,2008,,2008-09,2009-10,22-23,45,2,0,0.2,98,112,0.0,0.2,.020,-3.5,-0.9,-4.4,-0.3,10.2,12.8,14.8,13.8,8.4,1.2,1.6,18.0,16.2,C-F,MINTOR,jawaina01
1093,Quinndary Weatherspoon,0.2,SAS,2,49,2019,Mississippi State,2019-20,2021-22,23-25,42,0,0,0.2,98,112,-0.1,0.3,.030,-5.6,0.1,-5.5,-0.2,8.4,2.4,10.2,6.3,11.8,2.1,1.3,17.8,16.2,G,GSWSAS,weathqu01
1094,Tyler Lydon,0.2,UTA,1,24,2017,Syracuse,2017-18,2018-19,21-22,26,0,0,0.2,116,112,0.1,0.1,.084,-2.8,-1.4,-4.3,-0.1,9.1,7.9,12.5,10.2,8.1,1.0,0.0,17.2,10.4,F,DEN,lydonty01
1095,Harrison Ingram,0.2,SAS,2,48,2024,North Carolina,2024-25,2025-26,22-23,12,0,0,0.2,139,115,0.1,0.1,.129,-0.5,0.8,0.3,0.0,13.0,8.9,12.3,10.5,8.4,2.4,0.0,16.7,8.3,F,SAS,ingraha01
1096,Josh Christopher,0.2,HOU,1,24,2021,Arizona State,2021-22,2024-25,20-23,152,4,0,0.2,100,118,-1.0,1.1,.003,-2.6,-1.3,-3.9,-1.1,11.9,3.6,9.8,6.7,16.2,2.3,1.3,16.1,21.5,G,HOUMIA,chrisjo01
1097,Luke Jackson,0.2,CLE,1,10,2004,Oregon,2004-05,2007-08,23-26,73,3,0,0.2,93,109,-0.4,0.6,.010,-2.7,-0.9,-3.7,-0.3,9.3,4.4,10.3,7.3,13.0,1.8,0.3,15.5,20.3,F,CLELACMIATOR,jackslu02
1098,Ruben Boumtje-Boumtje,0.2,POR,2,50,2001,Georgetown,2001-02,2003-04,23-25,44,1,0,0.2,88,104,-0.1,0.3,.027,-5.8,0.4,-5.4,-0.2,6.4,9.3,15.1,12.1,3.1,0.8,4.7,21.9,10.6,C,POR,boumtru01
1099,Cam Christie,0.2,LAC,2,46,2024,Minnesota,2024-25,2025-26,19-20,68,0,0,0.2,100,116,-0.4,0.5,.013,-3.7,-0.6,-4.3,-0.3,9.2,4.8,14.3,9.7,9.4,1.9,0.7,11.4,17.3,G,LAC,chrisca02
1100,Erick Barkley,0.2,POR,1,28,2000,St. John's (NY),2000-01,2001-02,22-23,27,4,0,0.2,90,103,-0.2,0.3,.027,-4.9,1.2,-3.7,-0.1,9.9,2.2,7.1,4.7,23.7,3.8,0.3,15.3,19.2,G,POR,barkler01
1101,Cassius Winston,0.1,OKC,2,53,2020,Michigan State,2020-21,2021-22,22-23,29,0,0,0.1,110,118,0.1,0.1,.051,-3.2,-1.8,-4.9,-0.1,9.4,0.0,7.7,3.9,18.6,0.7,0.6,14.2,17.4,G,WAS,winstca01
1102,J.R. Giddens,0.1,BOS,1,30,2008,New Mexico,2008-09,2009-10,23-24,38,1,0,0.1,94,107,-0.1,0.3,.027,-4.2,-0.1,-4.3,-0.1,9.7,8.5,17.1,12.8,7.9,2.1,0.6,19.8,16.9,G,BOSNYK,giddejr01
1103,Brice Johnson,0.1,LAC,1,25,2016,North Carolina,2016-17,2017-18,22-23,21,0,0,0.1,92,97,-0.1,0.3,.062,-2.5,1.9,-0.6,0.0,18.1,10.6,25.4,18.0,4.7,5.1,5.8,10.5,23.7,F,LACMEM,johnsbr02
1104,Doron Lamb,0.1,MIL,2,42,2012,Kentucky,2012-13,2013-14,21-22,100,0,0,0.1,95,112,-0.3,0.4,.005,-4.2,-1.6,-5.8,-1.2,6.3,1.4,7.0,4.2,8.8,1.0,0.1,13.0,14.4,G,MILORL,lambdo01
1105,Dee Brown,0.1,UTA,2,46,2006,Illinois,2006-07,2008-09,22-24,68,11,0,0.1,92,110,-0.4,0.5,.008,-3.6,0.6,-3.0,-0.2,7.9,2.5,9.2,5.8,23.9,2.4,0.8,22.5,13.5,G,PHOUTAWAS,brownde03
1106,Semaj Christon,0.1,MIA,2,55,2014,Xavier,2016-17,2016-17,24,64,1,0,0.1,91,111,-0.7,0.8,.006,-4.8,-0.3,-5.1,-0.8,5.7,2.2,7.8,4.9,18.1,1.4,0.6,15.4,12.2,G,OKC,chrisse01
1107,Thomas Welsh,0.1,DEN,2,58,2018,UCLA,2018-19,2018-19,22,11,0,0,0.1,130,115,0.1,0.0,.162,2.2,-1.1,1.2,0.0,16.1,0.0,12.1,6.0,20.5,0.0,0.0,6.7,17.7,C,DEN,welshth01
1108,Kendall Brown,0.1,MIN,2,48,2022,Baylor,2022-23,2023-24,19-20,21,0,0,0.1,116,121,0.1,0.0,.055,-5.3,0.0,-5.3,-0.1,8.2,5.5,6.5,6.0,9.5,1.8,0.0,13.2,12.4,G-F,IND,brownke03
1109,Bobi Klintman,0.1,MIN,2,37,2024,,2024-25,2025-26,21-22,20,0,0,0.1,100,110,-0.1,0.2,.050,-5.2,0.1,-5.1,-0.1,8.7,6.0,19.5,12.9,15.2,2.1,0.8,15.2,17.1,F,DET,klintbo01
1110,Tyrone Wallace,0.1,UTA,2,60,2016,California,2017-18,2021-22,23-27,112,19,0,0.1,94,112,-1.1,1.2,.003,-4.6,-0.6,-5.2,-1.4,8.1,2.8,11.9,7.4,10.4,1.6,1.1,13.6,17.2,G,ATLLACNOP,wallaty01
1111,Derrick Byars,0.1,POR,2,42,2007,Vanderbilt,2011-12,2011-12,27,2,0,0,0.1,113,102,0.1,0.1,.147,-2.3,-2.5,-4.7,0.0,14.9,19.0,15.2,17.1,3.7,2.8,0.0,0.0,15.7,F,SAS,byarsde01
1112,Igor Rakočević,0.1,MIN,2,51,2000,,2002-03,2002-03,24,42,0,0,0.1,96,109,0.0,0.1,.022,-3.0,-1.8,-4.9,-0.2,8.4,1.9,5.9,3.9,19.0,0.9,0.0,23.8,18.0,G,MIN,rakocig01
1113,Antonis Fotsis,0.1,MEM,2,48,2001,,2001-02,2001-02,20,28,1,0,0.1,93,107,-0.1,0.2,.017,-2.0,-1.4,-3.4,-0.1,11.3,8.7,12.9,10.8,5.3,1.5,2.4,15.7,19.0,F,MEM,fotsian01
1114,Erick Green,0.1,UTA,2,46,2013,Virginia Tech,2014-15,2015-16,23-24,52,1,0,0.1,97,112,0.0,0.1,.011,-2.8,-1.2,-4.0,-0.2,9.3,2.4,6.7,4.5,14.7,1.4,0.0,7.2,18.7,G,DENUTA,greener01
1115,Grant Riller,0.1,CHA,2,56,2020,College of Charleston,2020-21,2020-21,23,7,0,0,0.1,134,117,0.1,0.0,.177,4.6,0.5,5.1,0.0,23.6,0.0,4.1,2.0,20.9,1.8,0.0,7.7,20.7,G,CHO,rillegr01
1116,Tremont Waters,0.1,BOS,2,51,2019,Louisiana State,2019-20,2021-22,22-24,40,4,0,0.1,95,109,-0.5,0.5,.012,-3.2,0.2,-3.0,-0.1,10.5,1.4,8.7,5.0,28.9,3.6,0.7,22.5,21.5,G,BOSTORWAS,watertr01
1117,Kaniel Dickens,0.1,UTA,2,50,2000,Idaho,2003-04,2007-08,25-29,19,0,0,0.1,98,106,0.0,0.1,.055,-2.2,-0.8,-3.0,0.0,9.0,7.0,10.0,8.4,3.7,1.3,1.9,12.1,13.6,F,CLENJNPOR,dickeka01
1118,Jason Preston,0.1,ORL,2,33,2021,Ohio,2022-23,2023-24,23-24,21,0,0,0.1,104,118,0.0,0.1,.023,-2.3,-0.4,-2.6,0.0,10.4,4.6,17.5,11.1,30.1,1.0,0.5,16.5,16.1,G,LACUTA,prestja01
1119,Ndudi Ebi,0.1,MIN,1,26,2003,,2003-04,2004-05,19-20,19,0,0,0.1,96,104,0.0,0.1,.051,-3.1,-0.7,-3.8,0.0,14.6,11.1,14.0,12.6,8.1,0.6,4.2,12.8,25.4,F,MIN,ebind01
1120,Alvin Jones,0.1,PHI,2,57,2001,Georgia Tech,2001-02,2001-02,23,23,2,0,0.1,82,96,-0.2,0.3,.034,-9.5,0.9,-8.7,-0.2,6.2,11.8,20.5,16.2,3.7,1.3,5.4,27.6,14.5,C,PHI,jonesal01
1121,John Tonje,0.1,UTA,2,53,2025,Wisconsin,2025-26,2025-26,24,6,0,0,0.1,114,112,0.0,0.1,.101,-6.3,1.2,-5.1,0.0,9.1,0.0,15.4,7.9,6.1,2.4,0.0,0.0,16.3,G,BOS,tonjejo01
1122,Ray Spalding,0.1,PHI,2,56,2018,Louisville,2018-19,2020-21,21-23,16,3,0,0.1,94,109,-0.1,0.2,.024,-5.2,-1.0,-6.2,-0.2,13.1,11.0,23.6,17.2,4.6,2.6,5.1,17.4,17.8,F,DALHOUPHO,spaldra01
1123,Cedric Simmons,0.1,NOH,1,15,2006,NC State,2006-07,2008-09,21-23,75,4,0,0.1,88,107,-0.6,0.7,.005,-4.8,-0.2,-5.0,-0.5,7.3,8.8,14.4,11.5,3.1,0.8,3.6,13.2,14.6,F,CHICLENOKSAC,simmoce01
1124,Antonio Burks,0.1,ORL,2,36,2004,Memphis,2004-05,2005-06,24-25,81,1,0,0.1,87,105,-0.9,1.0,.004,-5.3,0.4,-5.0,-0.6,7.2,0.8,6.7,3.8,22.1,2.3,0.1,17.7,16.5,G,MEM,burksan01
1125,Joe Wieskamp,0.1,SAS,2,41,2021,Iowa,2021-22,2022-23,22-23,38,0,0,0.1,101,118,0.0,0.1,.013,-3.7,-1.6,-5.3,-0.2,5.6,1.6,6.1,3.8,5.9,0.8,1.0,3.8,13.1,G,SASTOR,wieskjo01
1126,Chinanu Onuaku,0.1,HOU,2,37,2016,Louisville,2016-17,2017-18,20-21,6,1,0,0.1,97,108,0.0,0.1,.043,-5.8,0.4,-5.4,-0.1,7.7,4.5,16.3,10.4,7.4,1.9,1.1,33.7,12.1,F-C,HOU,onuakch01
1127,Frank Williams,0.1,DEN,1,25,2002,Illinois,2002-03,2004-05,22-24,86,3,0,0.1,89,106,-0.6,0.7,.003,-2.6,-0.6,-3.2,-0.3,9.2,1.6,7.7,4.7,27.6,1.9,0.9,22.6,17.9,G,CHINYK,willifr02
1128,Javaris Crittenton,0.1,LAL,1,19,2007,Georgia Tech,2007-08,2008-09,20-21,113,10,0,0.1,96,114,-0.6,0.7,.002,-2.8,-1.4,-4.2,-1.0,10.6,5.2,12.1,8.6,16.8,1.7,0.3,18.5,18.0,G,LALMEMWAS,crittja01
1129,Uroš Slokar,0.1,TOR,2,58,2005,,2006-07,2006-07,23,20,0,0,0.1,98,108,0.0,0.1,.042,-4.0,-1.6,-5.6,-0.1,13.9,11.3,11.5,11.4,2.4,0.7,2.2,22.1,26.2,F,TOR,slokaur01
1130,Andre Emmett,0.1,OKC,2,35,2004,Texas Tech,2004-05,2011-12,22-29,14,0,0,0.1,101,109,0.0,0.0,.040,-4.1,-1.4,-5.5,-0.1,8.5,3.1,9.8,6.4,2.2,1.5,1.1,13.8,13.8,F,MEMNJN,emmetan01
1131,Corsley Edwards,0.1,SAC,2,58,2002,Central Connecticut State,2004-05,2004-05,25,10,0,0,0.1,93,107,0.0,0.1,.026,-4.9,-1.4,-6.2,-0.1,8.6,12.4,14.6,13.5,4.6,1.5,2.9,5.2,16.2,F,NOH,edwarco01
1132,C.J. Wilcox,0.1,LAC,1,28,2014,Washington,2014-15,2016-17,24-26,66,0,0,0.1,92,109,-0.3,0.3,.007,-3.7,-0.6,-4.3,-0.2,8.8,1.7,7.3,4.5,11.8,2.0,0.9,11.2,19.1,G,LACORL,wilcocj01
1133,Lamar Patterson,0.1,MIL,2,48,2014,Pittsburgh,2015-16,2016-17,24-25,40,0,0,0.1,86,105,-0.5,0.5,.006,-5.9,0.1,-5.7,-0.4,4.4,1.3,12.8,7.2,14.3,1.1,0.4,20.3,13.6,G-F,ATL,pattela01
1134,Travis Leslie,0.1,LAC,2,47,2011,Georgia,2011-12,2011-12,21,10,0,0,0.1,98,105,0.0,0.0,.060,0.0,-0.3,-0.3,0.0,14.6,15.7,8.0,11.9,17.0,2.4,3.7,10.0,20.5,G,LAC,leslitr01
1135,Jordan Bone,0.1,NOH,2,57,2019,Tennessee,2019-20,2020-21,22-23,24,0,0,0.1,102,119,0.0,0.1,.010,-4.3,-1.6,-5.9,-0.2,7.1,1.6,10.5,5.9,15.1,0.6,0.0,6.3,13.7,G,DETORL,bonejo01
1136,Malaki Branham,0.1,SAS,1,20,2022,Ohio State,2022-23,2025-26,19-22,216,61,0,0.1,103,122,-1.0,1.1,.001,-2.8,-2.1,-4.9,-2.9,9.8,2.1,10.1,6.0,12.8,1.0,0.4,11.8,19.9,G,SASWAS,branhma01
1137,James Lang,0.1,NOH,2,48,2003,,2006-07,2006-07,23,11,0,0,0.1,107,112,0.0,0.0,.047,-5.1,-1.2,-6.4,-0.1,6.6,10.2,12.9,11.5,5.2,0.0,4.2,15.2,10.6,C,WAS,langja01
1138,Kyle Guy,0.1,NYK,2,55,2019,Virginia,2019-20,2021-22,22-24,53,0,0,0.1,99,116,-0.2,0.3,.006,-3.5,-1.4,-4.9,-0.3,8.9,2.3,11.5,6.9,15.9,1.5,0.2,12.2,19.9,G,MIASAC,guyky01
1139,Ryan Reid,0.1,IND,2,57,2010,Florida State,2011-12,2011-12,25,5,0,0,0.1,128,112,0.0,0.0,.142,1.0,-3.0,-2.0,0.0,17.6,7.2,6.3,6.7,0.0,0.0,0.0,16.7,16.0,F,OKC,reidry01
1140,Sonny Weems,0.0,CHI,2,39,2008,Arkansas,2008-09,2015-16,22-29,183,47,0,0.0,97,114,-0.6,0.6,.001,-2.6,-1.5,-4.2,-1.8,10.1,3.1,11.0,7.1,12.0,1.3,0.6,14.3,18.6,G-F,DENPHIPHOTOR,weemsso01
1141,Kosta Perović,0.0,GSW,2,38,2006,,2007-08,2007-08,22,7,0,0,0.0,104,110,0.0,0.0,.060,-3.1,-2.8,-5.9,0.0,10.3,16.2,20.5,18.3,3.4,0.0,3.8,7.3,15.1,C,GSW,perovko01
1142,Alijah Martin,0.0,TOR,2,39,2025,Florida,2025-26,2025-26,24,23,0,0,0.0,97,112,-0.2,0.2,.015,-4.6,0.2,-4.3,-0.1,9.2,6.9,9.4,8.2,10.6,2.7,2.6,12.1,19.5,G,TOR,martial01
1143,Carrick Felix,0.0,CLE,2,33,2013,Arizona State,2013-14,2013-14,23,7,0,0,0.0,104,112,0.0,0.0,.057,-1.3,-2.2,-3.4,0.0,13.3,2.9,15.1,8.9,18.2,0.0,0.0,20.2,23.2,G,CLE,felixca01
1144,Ike Anigbogu,0.0,IND,2,47,2017,UCLA,2017-18,2018-19,19-20,14,0,0,0.0,95,102,0.0,0.1,.057,-0.9,-0.3,-1.1,0.0,17.0,18.9,18.5,18.7,3.2,1.4,9.9,17.0,21.7,F-C,IND,anigbik01
1145,Hamady N'Diaye,0.0,MIN,2,56,2010,Rutgers,2010-11,2013-14,24-27,33,0,0,0.0,90,110,-0.1,0.1,.013,-7.6,0.3,-7.3,-0.2,3.9,5.0,13.2,9.0,2.6,0.7,4.5,22.5,7.5,C,SACWAS,ndiayha01
1146,Branden Dawson,0.0,NOH,2,56,2015,Michigan State,2015-16,2015-16,22,6,0,0,0.0,113,110,0.0,0.0,.069,-3.6,-2.0,-5.7,0.0,7.1,7.6,7.4,7.5,0.0,0.0,2.7,0.0,8.5,F,LAC,dawsobr01
1147,Sean Singletary,0.0,SAC,2,42,2008,Virginia,2008-09,2008-09,23,37,2,0,0.0,93,110,-0.2,0.2,.006,-5.1,0.0,-5.1,-0.2,6.7,4.1,9.8,7.0,14.4,1.9,0.0,19.6,17.8,G,CHAPHO,singlse01
1148,Pierre Jackson,0.0,PHI,2,42,2013,Baylor,2016-17,2016-17,25,8,1,0,0.0,99,112,0.0,0.1,.021,-2.7,-1.7,-4.4,-0.1,13.0,1.3,11.6,6.2,38.0,1.2,0.0,6.7,25.3,G,DAL,jackspi01
1149,Solomon Alabi,0.0,DAL,2,50,2010,Florida State,2010-11,2011-12,22-23,26,0,0,0.0,85,103,-0.2,0.3,.010,-3.9,-0.5,-4.4,-0.1,10.3,14.3,25.2,19.8,4.2,1.2,4.9,12.6,16.3,C,TOR,alabiso01
1150,Morris Almond,0.0,UTA,1,25,2007,Rice,2007-08,2011-12,22-26,38,1,0,0.0,91,109,-0.3,0.3,.005,-5.3,-0.8,-6.1,-0.4,7.0,3.3,11.8,7.5,4.9,1.7,0.9,12.9,18.3,G,UTAWAS,almonmo01
1151,Džanan Musa,0.0,NJN,1,29,2018,,2018-19,2019-20,19-20,49,0,0,0.0,94,111,-0.5,0.5,.003,-3.7,-0.9,-4.6,-0.4,9.1,4.4,13.3,9.0,12.3,1.5,0.2,15.3,20.8,G-F,BRK,musadz01
1152,Randy Holcomb,0.0,SAS,2,57,2002,San Diego State,2005-06,2005-06,26,4,0,0,0.0,205,112,0.0,0.0,.150,-1.0,-0.8,-1.7,0.0,8.2,10.5,0.0,5.2,0.0,0.0,0.0,0.0,4.1,F,CHI,holcora01
1153,Isaiah Wong,0.0,IND,2,55,2023,Miami (FL),2023-24,2024-25,23-24,21,0,0,0.0,102,119,-0.1,0.1,.006,-3.1,-1.1,-4.2,-0.1,10.7,5.4,7.3,6.3,16.3,2.0,0.0,12.8,22.3,G,CHOIND,wongis01
1154,Andrew Goudelock,0.0,LAL,2,46,2011,College of Charleston,2011-12,2015-16,23-27,49,0,0,0.0,93,109,-0.2,0.2,.003,-3.0,-2.0,-5.0,-0.3,8.6,1.7,6.1,4.0,8.5,1.1,0.4,12.1,22.1,G,HOULAL,goudean01
1155,Zhaire Smith,0.0,PHO,1,16,2018,Texas Tech,2018-19,2019-20,19-20,13,2,0,0.0,95,112,-0.1,0.1,.011,-4.4,-1.6,-6.1,-0.1,7.6,2.3,8.7,5.6,11.4,1.7,1.1,13.7,17.2,G,PHI,smithzh01
1156,Jackson Vroman,0.0,CHI,2,31,2004,Iowa State,2004-05,2005-06,23-24,87,20,0,0.0,87,105,-1.3,1.3,.001,-5.4,0.3,-5.1,-0.9,8.2,10.0,18.0,13.9,7.6,1.8,2.2,21.1,16.8,F-C,NOHNOKPHO,vromaja01
1157,Martynas Andriuškevičius,0.0,ORL,2,44,2005,,2005-06,2005-06,19,6,0,0,0.0,64,78,0.0,0.0,.155,-1.8,7.0,5.2,0.0,15.5,13.0,39.8,26.3,0.0,11.9,0.0,0.0,5.1,C,CLE,andrima01
1158,Dewan Hernandez,0.0,TOR,2,59,2019,Miami (FL),2019-20,2019-20,23,6,0,0,0.0,95,101,0.0,0.1,.043,-6.6,-3.0,-9.6,-0.1,12.9,19.3,33.2,26.4,16.4,1.7,0.0,15.6,29.3,F,TOR,hernade01
1159,Kam Jones,0.0,SAS,2,38,2025,Marquette,2025-26,2025-26,23,37,7,0,0.0,103,122,-0.2,0.2,.002,-4.2,-1.9,-6.2,-0.6,8.2,2.6,8.1,5.3,26.2,1.4,0.0,17.3,14.4,G,IND,joneska03
1160,Scottie Lewis,0.0,CHA,2,56,2021,Florida,2021-22,2021-22,21,2,0,0,0.0,150,108,0.0,0.0,.164,0.0,5.9,6.0,0.0,14.6,0.0,0.0,0.0,16.2,6.9,0.0,0.0,5.3,G,CHO,lewissc01
1161,Nigel Williams-Goss,0.0,UTA,2,55,2017,Gonzaga,2019-20,2019-20,25,10,0,0,0.0,92,108,-0.1,0.1,.017,-5.2,1.3,-3.9,0.0,8.1,4.6,8.5,6.6,16.4,2.9,1.7,15.1,17.4,G,UTA,willini01
1162,Joe Crawford,0.0,LAL,2,58,2008,Kentucky,2008-09,2008-09,22,2,0,0,0.0,99,110,0.0,0.0,.037,-2.5,-0.2,-2.7,0.0,10.8,4.6,14.8,9.5,6.5,2.2,0.0,0.0,20.6,F,NYK,crawfjo01
1163,Luka Šamanić,0.0,SAS,1,19,2019,,2019-20,2023-24,20-24,86,16,0,0.0,98,117,-0.7,0.7,.001,-4.2,-1.4,-5.6,-0.8,9.5,4.6,20.1,12.4,8.3,1.0,1.8,13.6,20.3,F,SASUTA,samanlu01
1164,Fab Melo,0.0,BOS,1,22,2012,Syracuse,2012-13,2012-13,22,6,0,0,0.0,77,100,0.0,0.1,.021,-8.3,0.7,-7.6,-0.1,4.9,0.0,9.6,4.9,0.0,2.9,4.4,11.4,11.5,C,BOS,melofa01
1165,Robert Whaley,0.0,UTA,2,51,2005,Walsh,2005-06,2005-06,23,23,0,0,0.0,87,105,-0.2,0.3,.004,-5.6,0.5,-5.1,-0.2,7.6,9.1,15.6,12.3,13.8,1.8,3.1,19.0,16.1,C,UTA,whalero01
1166,Guillermo Díaz,0.0,LAC,2,52,2006,Miami (FL),2007-08,2007-08,22,6,0,0,0.0,108,118,0.0,0.0,.033,-0.2,-2.7,-2.9,0.0,9.9,12.7,0.0,6.4,8.5,0.0,0.0,0.0,15.9,G,LAC,diazgu01
1167,Trey Thompkins,0.0,LAC,2,37,2011,Georgia,2011-12,2011-12,21,24,0,0,0.0,90,105,-0.1,0.1,.004,-3.2,-2.5,-5.7,-0.1,12.0,4.0,20.2,12.0,4.5,1.4,2.1,8.6,27.2,F,LAC,thomptr02
1168,Dan McClintock,0.0,DEN,2,53,2000,Northern Arizona,2000-01,2000-01,23,6,1,0,0.0,94,109,0.0,0.0,.007,-4.6,-3.3,-7.9,-0.1,9.9,18.5,13.3,15.9,2.9,0.0,2.4,12.9,17.8,C,DEN,mcclida01
1169,Dajuan Wagner,0.0,CLE,1,6,2002,Memphis,2002-03,2006-07,19-23,103,28,0,0.0,93,110,-0.6,0.6,.000,-2.7,-2.3,-4.9,-1.6,9.9,1.4,5.8,3.6,15.7,1.6,0.5,11.4,23.9,G,CLEGSW,wagneda02
1170,Filip Petrušev,0.0,PHI,2,50,2021,Gonzaga,2023-24,2023-24,23,3,0,0,0.0,108,120,0.0,0.0,.029,-4.7,-3.3,-8.0,0.0,5.1,0.0,11.2,5.5,0.0,0.0,0.0,0.0,12.3,F-C,PHISAC,petrufi01
1171,Julius Hodge,0.0,DEN,1,20,2005,NC State,2005-06,2006-07,22-23,23,1,0,0.0,91,107,-0.1,0.1,.003,-4.1,0.4,-3.7,0.0,10.7,8.4,9.5,8.9,26.7,3.1,0.0,26.6,18.8,G,DENMIL,hodgeju01
1172,Derrick Zimmerman,0.0,GSW,2,40,2003,Mississippi State,2005-06,2005-06,24,2,0,0,0.0,88,108,0.0,0.0,.004,-7.7,-2.7,-10.4,-0.1,5.5,3.6,11.2,7.3,34.2,0.0,0.0,57.1,10.3,G,NJN,zimmede01
1173,Jermareo Davidson,0.0,GSW,2,36,2007,Alabama,2007-08,2008-09,23-24,52,2,0,0.0,93,109,-0.4,0.4,.000,-4.2,-1.0,-5.2,-0.3,10.5,8.1,17.0,12.5,5.5,1.1,3.1,10.9,21.0,F,CHAGSW,davidje01
1174,Ulrich Chomche,0.0,MEM,2,57,2024,,2024-25,2024-25,19,7,0,0,0.0,96,118,0.0,0.0,.001,-6.1,-1.3,-7.4,0.0,5.2,13.1,13.7,13.4,7.8,0.0,3.0,25.4,10.3,F-C,TOR,chomcul01
1175,Quincy Douby,0.0,SAC,1,19,2006,Rutgers,2006-07,2008-09,22-24,143,0,0,0.0,95,112,-0.7,0.7,.000,-2.2,-1.3,-3.5,-0.6,9.7,2.6,9.0,5.8,9.9,1.7,1.0,12.5,20.3,G,SACTOR,doubyqu01
1176,JamesOn Curry,0.0,CHI,2,51,2007,Oklahoma State,2009-10,2009-10,24,1,0,0,0.0,,,0.0,0.0,,,,,0.0,,,,,,,,,,G,LAC,curryja01
1177,Gani Lawal,0.0,PHO,2,46,2010,Georgia Tech,2010-11,2010-11,22,1,0,0,0.0,,117,0.0,0.0,-0.009,-16.9,1.9,-15.0,0.0,-9.1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,F,PHO,lawalga01
1178,Keith Benson,0.0,ATL,2,48,2011,Oakland,2011-12,2011-12,23,3,0,0,0.0,98,115,0.0,0.0,-0.005,-1.4,-6.3,-7.7,0.0,6.0,25.3,12.6,18.9,0.0,0.0,0.0,0.0,5.1,C,GSW,bensoke02
1179,Daniel Hamilton,0.0,DEN,2,56,2016,Connecticut,2017-18,2018-19,22-23,25,3,0,0.0,95,114,-0.1,0.1,.000,-3.1,-0.3,-3.3,-0.1,8.5,4.4,19.6,11.8,18.1,1.4,0.4,19.6,16.2,G-F,ATLOKC,hamilda02
1180,A.J. Hammons,0.0,DAL,2,46,2016,Purdue,2016-17,2016-17,24,22,0,0,0.0,87,106,-0.2,0.2,-0.001,-6.6,0.0,-6.6,-0.2,8.4,5.4,21.0,12.8,3.8,0.3,7.2,16.4,17.6,C,DAL,hammoaj01
1181,Will Solomon,0.0,MEM,2,33,2001,Clemson,2001-02,2008-09,23-30,115,13,0,0.0,94,110,-0.8,0.8,.000,-2.2,-1.1,-3.3,-0.5,10.5,1.7,7.8,4.8,23.3,2.0,0.5,15.7,21.3,G,MEMSACTOR,solomwi01
