--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Player,PTS,Draft Team,Round,Pick,Draft Year,Draft College,From,To,G,GS,WS,ORtg,DRtg,OWS,DWS,WS/40,OBPM,DBPM,BPM,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Team,Player-additional
897,Ben McLemore,589,SAC,1,7,2013,Kansas,2012-13,2012-13,37,36,6.5,121,94,4.2,2.3,.217,7.2,3.4,10.5,23.2,5.0,13.2,9.4,12.6,1.8,2.2,14.2,23.2,G,Kansas,ben-mclemore-1
898,Alex Len,583,PHO,1,5,2013,Maryland,2011-12,2012-13,60,48,6.1,112,96,3.5,2.6,.165,2.2,3.2,5.5,22.1,11.8,21.2,16.5,7.2,0.5,8.6,15.4,20.7,C,Maryland,alex-len-1
899,Jeremiah Fears,581,NOH,1,7,2025,Oklahoma,2024-25,2024-25,34,31,3.4,108,107,2.1,1.2,.132,4.2,1.7,5.9,20.7,3.1,13.0,8.3,28.6,3.1,0.5,18.3,31.5,G,Oklahoma,jeremiah-fears-1
900,Solomon Jones III,581,ATL,2,33,2006,South Florida,2004-05,2005-06,59,56,6.5,,,2.7,3.8,.142,,,,,,,15.3,7.9,,6.2,23.3,19.6,C,South Florida,solomon-jones-1
901,Dennis Smith Jr.,580,DAL,1,9,2017,NC State,2016-17,2016-17,32,32,4.0,112,109,3.1,0.9,.142,5.4,1.1,6.5,23.1,2.7,11.5,7.3,34.2,3.1,1.2,17.3,27.2,G,NC State,dennis-smithjr-1
902,Jahmai Mashack,579,HOU,2,59,2025,Tennessee,2021-22,2024-25,137,59,8.7,111,95,3.0,5.7,.140,0.5,6.3,6.7,13.6,7.3,9.9,8.6,11.8,3.8,2.2,16.9,13.5,G,Tennessee,jahmai-mashack-1
903,Markelle Fultz,579,PHI,1,1,2017,Washington,2016-17,2016-17,25,25,3.9,116,111,3.3,0.6,.173,7.7,1.7,9.4,28.0,4.0,13.9,8.9,35.5,2.5,3.1,13.4,31.4,G,Washington,markelle-fultz-1
904,DeAndre Liggins,576,ORL,2,53,2011,Kentucky,2008-09,2010-11,100,29,6.3,110,96,2.5,3.8,.114,1.4,4.5,5.9,14.0,2.8,11.6,7.6,17.0,2.4,2.1,20.5,16.4,G,Kentucky,deandre-liggins-1
905,Jabari Smith,576,HOU,1,3,2022,Auburn,2021-22,2021-22,34,34,5.6,117,91,3.2,2.3,.227,7.4,3.8,11.1,25.1,3.5,23.5,13.6,14.0,2.1,3.8,11.1,27.6,F,Auburn,jabari-smith-2
906,Kevin Knox,576,NYK,1,9,2018,Kentucky,2017-18,2017-18,37,37,4.0,109,103,2.3,1.7,.133,3.3,1.8,5.1,17.0,3.3,14.5,9.3,8.7,1.5,1.0,14.1,24.6,F,Kentucky,kevin-knox-1
907,Lauri Markkanen,576,MIN,1,7,2017,Arizona,2016-17,2016-17,37,37,6.7,134,100,4.8,1.8,.235,7.9,1.5,9.4,25.0,10.0,17.5,14.0,5.6,0.8,1.8,8.1,22.5,F,Arizona,lauri-markkanen-1
908,DeMarcus Cousins,575,SAC,1,5,2010,Kentucky,2009-10,2009-10,38,37,6.5,118,84,3.8,2.7,.290,,,,34.2,19.8,24.8,22.5,9.2,2.4,7.5,13.6,30.5,F,Kentucky,demarcus-cousins-1
909,JaVale McGee,574,WAS,1,18,2008,Nevada,2006-07,2007-08,66,31,5.6,,,2.4,3.2,.183,,,,,,,14.5,3.9,,6.5,16.9,25.1,F,Nevada,javale-mcgee-1
910,Tyrese Haliburton,574,SAC,1,12,2020,Iowa State,2018-19,2019-20,57,56,8.1,128,102,5.4,2.7,.164,5.8,4.1,9.9,20.3,3.5,10.8,7.2,24.7,3.2,2.5,16.7,13.6,G,Iowa State,tyrese-haliburton-1
911,James Young,573,BOS,1,17,2014,Kentucky,2013-14,2013-14,40,39,4.7,115,104,3.0,1.7,.145,4.2,1.9,6.1,16.6,3.7,11.0,7.5,10.8,1.4,0.6,12.3,23.4,G,Kentucky,james-young-1
912,Josh Jackson,572,PHO,1,4,2017,Kansas,2016-17,2016-17,35,35,4.9,111,96,2.7,2.2,.180,5.7,4.2,9.9,24.2,8.7,17.5,13.3,18.2,3.1,3.5,15.9,27.2,G,Kansas,josh-jackson-2
913,Shabazz Muhammad,572,UTA,1,14,2013,UCLA,2012-13,2012-13,32,30,3.7,110,105,2.9,0.8,.149,5.8,-1.1,4.7,21.9,9.9,9.3,9.6,5.8,1.3,0.4,8.6,29.8,G,UCLA,shabazz-muhammad-1
914,TJ Leaf,569,IND,1,18,2017,UCLA,2016-17,2016-17,35,35,5.8,131,101,4.2,1.6,.220,6.5,2.1,8.6,26.6,9.0,19.7,14.9,13.2,1.1,3.5,10.8,22.0,F,UCLA,tj-leaf-1
915,Anthony Davis,567,NOH,1,1,2012,Kentucky,2011-12,2011-12,40,40,9.9,139,81,5.9,4.1,.310,9.1,8.1,17.2,35.1,11.6,25.6,19.0,7.5,2.5,13.7,8.6,18.8,F,Kentucky,anthony-davis-5
916,Henry Walker,566,WAS,2,47,2008,Kansas State,2006-07,2007-08,37,33,4.6,,,1.8,2.7,.185,,,,,,,12.6,14.7,,1.4,14.8,28.7,F,Kansas State,bill-walker-1
917,Anthony Bennett,564,CLE,1,1,2013,UNLV,2012-13,2012-13,35,31,5.7,118,90,3.5,2.2,.238,6.1,2.5,8.6,28.3,10.3,24.0,17.1,8.8,1.5,4.6,12.3,27.5,F,UNLV,anthony-bennett-1
918,Dylan Harper,564,SAS,1,2,2025,Rutgers,2024-25,2024-25,29,28,3.9,118,110,3.0,0.9,.166,7.0,2.1,9.2,24.6,2.6,13.5,8.0,27.1,2.6,1.9,12.7,29.0,G,Rutgers,dylan-harper-1
919,Kon Knueppel,563,CHA,1,4,2025,Duke,2024-25,2024-25,39,39,6.9,134,99,4.5,2.4,.232,6.9,3.9,10.8,21.3,4.3,10.3,7.6,15.7,2.0,0.6,10.8,21.4,G,Duke,kon-knueppel-1
920,Coby White,562,CHI,1,7,2019,North Carolina,2018-19,2018-19,35,35,4.1,111,99,2.4,1.7,.165,5.2,2.8,8.0,19.2,1.3,11.3,6.4,24.4,2.0,1.3,15.5,26.8,G,North Carolina,coby-white-1
921,Ed Davis,562,TOR,1,13,2010,North Carolina,2008-09,2009-10,61,25,7.2,117,93,2.6,4.6,.212,,,,26.4,10.8,24.2,17.9,5.7,0.9,7.8,14.9,19.2,F,North Carolina,ed-davis-1
922,Henry Ellenson,561,DET,1,18,2016,Marquette,2015-16,2015-16,33,33,4.0,106,99,2.0,2.0,.143,2.8,1.1,3.9,20.9,7.8,24.2,16.5,11.0,1.4,4.4,12.9,26.7,F,Marquette,henry-ellenson-1
923,Tony Wroten,559,MEM,1,25,2012,Washington,2011-12,2011-12,35,27,3.2,99,99,1.6,1.6,.120,2.5,2.2,4.7,20.4,8.0,10.7,9.3,24.5,3.5,1.2,18.7,31.2,G,Washington,tony-wroten-1
924,Luol Deng,558,PHO,1,7,2004,Duke,2003-04,2003-04,37,32,5.6,,,2.4,3.2,.195,,,,,,,12.6,11.8,,2.3,14.1,24.7,F,Duke,luol-deng-1
925,Darington Hobson,555,MIL,2,37,2010,New Mexico,2009-10,2009-10,35,35,5.2,109,96,3.0,2.2,.178,,,,23.5,6.9,24.6,15.5,29.3,2.2,1.6,16.3,26.9,F,New Mexico,darington-hobson-1
926,Chris Wilcox,554,LAC,1,8,2002,Maryland,2000-01,2001-02,70,27,5.5,,,1.9,3.6,.190,,,,,,,15.1,11.1,,3.8,12.2,24.3,C,Maryland,chris-wilcox-1
927,Dewan Hernandez,552,TOR,2,59,2019,Miami (FL),2016-17,2017-18,64,47,5.2,113,100,2.8,2.3,.149,1.4,2.1,3.5,19.8,9.5,17.0,13.3,2.9,1.3,4.5,13.5,20.6,F,Miami (FL),dewan-huell-1
928,Vernon Carey Jr.,552,CHA,2,32,2020,Duke,2019-20,2019-20,31,30,5.6,121,88,3.6,2.0,.288,7.9,3.4,11.3,34.1,12.0,26.1,19.2,8.2,1.6,5.8,12.3,31.0,C,Duke,vernon-careyjr-1
929,Pat Ewing Jr,551,SAC,2,43,2008,Georgetown,2003-04,2007-08,127,26,8.0,,,3.1,4.9,.156,,,,,,,11.8,14.1,,2.6,23.1,17.1,F,GeorgetownIndiana,pat-ewing-1
930,Dejounte Murray,548,SAS,1,29,2016,Washington,2015-16,2015-16,34,34,2.8,100,102,1.2,1.6,.099,1.9,1.8,3.6,16.8,4.1,13.7,8.8,25.6,2.8,0.8,16.3,25.8,G,Washington,dejounte-murray-1
931,Ignas Brazdeikis,548,SAC,2,47,2019,Michigan,2018-19,2018-19,37,37,5.5,113,91,2.8,2.7,.201,5.3,3.7,8.9,21.4,4.6,16.1,10.5,6.1,1.5,1.7,8.8,26.1,F,Michigan,ignas-brazdeikis-1
932,Kobe Bufkin,547,ATL,1,15,2023,Michigan,2021-22,2022-23,61,33,4.6,110,102,2.6,2.0,.128,2.4,3.0,5.4,17.1,2.9,11.4,7.3,14.7,2.3,1.9,13.9,21.0,G,Michigan,kobe-bufkin-1
933,Bradley Beal,546,WAS,1,3,2012,Florida,2011-12,2011-12,37,37,5.7,115,97,3.6,2.1,.180,5.4,2.9,8.4,22.0,4.8,20.3,12.3,12.7,2.5,2.6,14.3,23.0,G,Florida,bradley-beal-1
934,Brandan Wright,545,CHA,1,8,2007,North Carolina,2006-07,2006-07,37,37,7.6,,,3.7,4.0,.301,,,,,,,,,,,12.1,,F,North Carolina,brandan-wright-1
935,Nicolas Claxton,545,NJN,2,31,2019,Georgia,2017-18,2018-19,65,37,4.8,107,99,2.3,2.5,.130,1.5,3.4,4.8,19.6,9.9,19.2,14.8,9.1,1.5,8.4,14.8,20.2,F,Georgia,nicolas-claxton-1
936,Cade Cunningham,544,DET,1,1,2021,Oklahoma State,2020-21,2020-21,27,26,4.0,106,97,2.3,1.7,.166,5.1,3.2,8.3,21.6,2.3,16.3,9.6,20.4,2.5,2.3,18.7,29.1,G,Oklahoma State,cade-cunningham-1
937,Michael Carter-Williams,544,PHI,1,11,2013,Syracuse,2011-12,2012-13,66,40,7.4,106,88,3.3,4.0,.176,3.8,5.4,9.2,20.9,4.0,12.7,8.2,39.1,4.7,2.0,21.8,21.3,G,Syracuse,michael-carter-williams-1
938,Isaiah Stewart,543,POR,1,16,2020,Washington,2019-20,2019-20,32,32,5.7,120,94,3.7,2.0,.222,5.0,2.4,7.4,26.9,10.7,19.5,15.5,6.3,0.9,7.0,14.1,24.5,F,Washington,isaiah-stewart-2
939,Kyle Lowry,543,MEM,1,24,2006,Villanova,2004-05,2005-06,57,34,6.5,,,2.1,4.4,.171,,,,,,,8.3,25.9,,0.6,17.7,20.4,G,Villanova,kyle-lowry-1
940,Jerami Grant,541,PHI,2,39,2014,Syracuse,2012-13,2013-14,72,29,6.6,116,96,3.6,3.0,.168,2.8,2.8,5.6,19.2,9.0,16.5,12.6,8.1,1.8,3.0,11.1,19.1,F,Syracuse,jerami-grant-1
941,Evan Mobley,540,CLE,1,3,2021,Southern California,2020-21,2020-21,33,33,6.9,123,91,4.3,2.6,.248,7.9,5.8,13.7,29.1,9.6,18.9,14.5,14.1,1.4,8.8,14.6,22.8,F,Southern California,evan-mobley-1
942,Tre Mann,540,OKC,1,18,2021,Florida,2019-20,2020-21,53,28,3.9,104,100,2.1,1.8,.120,2.0,1.9,3.9,15.8,2.3,14.4,8.7,16.1,2.2,0.4,16.5,23.9,G,Florida,tre-mann-1
943,Moses Moody,539,GSW,1,14,2021,Arkansas,2020-21,2020-21,32,32,5.2,120,98,3.4,1.8,.193,5.2,2.3,7.4,20.4,6.3,11.8,9.0,8.2,1.6,2.0,9.9,22.3,G,Arkansas,moses-moody-1
944,Robert Woodard,539,MEM,2,40,2020,Mississippi State,2018-19,2019-20,65,32,5.1,112,102,3.1,2.1,.127,3.8,2.0,5.7,17.7,8.7,16.1,12.5,7.6,1.9,3.3,14.0,17.7,G,Mississippi State,robert-woodard-2
945,Brice Sensabaugh,537,UTA,1,28,2023,Ohio State,2022-23,2022-23,33,21,3.8,114,104,2.8,1.0,.187,7.8,0.8,8.6,26.4,6.2,18.9,12.8,11.0,1.3,1.7,12.8,34.0,F,Ohio State,brice-sensabaugh-1
946,Gary Trent Jr.,536,SAC,2,37,2018,Duke,2017-18,2017-18,37,37,5.1,124,103,3.3,1.8,.163,4.4,2.6,7.0,16.7,2.9,10.3,6.8,6.8,1.9,0.4,7.4,19.5,G,Duke,gary-trentjr-1
947,Kosta Koufos,534,UTA,1,23,2008,Ohio State,2007-08,2007-08,37,35,5.3,,,2.3,2.9,.211,,,,,,,,,,,10.2,,F,Ohio State,kosta-koufos-1
948,Eddie Griffin,533,NJN,1,7,2001,Seton Hall,2000-01,2000-01,30,30,4.6,,,1.0,3.6,.189,,,,,,,,,,,11.2,,F,Seton Hall,eddie-griffin-1
949,Shai Gilgeous-Alexander,532,CHA,1,11,2018,Kentucky,2017-18,2017-18,37,24,5.2,117,102,3.3,1.9,.167,5.3,3.7,9.0,21.2,3.2,10.0,6.8,28.8,2.8,1.7,17.9,21.9,G,Kentucky,shai-gilgeous-alexander-1
950,Devin Vassell,529,SAS,1,11,2020,Florida State,2018-19,2019-20,63,30,6.3,125,94,3.9,2.4,.208,6.4,4.5,10.9,22.7,5.0,14.5,9.8,11.4,2.8,3.9,7.1,20.0,G,Florida State,devin-vassell-1
951,Malik Beasley,529,DEN,1,19,2016,Florida State,2015-16,2015-16,34,33,4.0,118,105,2.9,1.1,.158,5.2,1.0,6.2,20.8,5.0,15.1,10.1,9.8,1.8,0.6,11.5,24.2,G,Florida State,malik-beasley-1
952,Romeo Langford,528,BOS,1,14,2019,Indiana,2018-19,2018-19,32,32,4.0,109,101,2.4,1.6,.148,4.6,1.9,6.5,19.9,4.8,12.8,8.9,14.2,1.3,2.7,12.2,26.1,G,Indiana,romeo-langford-1
953,Airious Bailey,527,UTA,1,5,2025,Rutgers,2024-25,2024-25,30,30,2.8,108,109,1.7,1.1,.112,3.7,0.8,4.5,19.9,7.0,17.5,12.2,8.3,1.7,4.1,11.0,27.5,G,Rutgers,airious-bailey-1
954,Austin Rivers,527,NOH,1,10,2012,Duke,2011-12,2011-12,34,33,3.5,108,105,2.4,1.0,.124,3.2,0.8,4.0,16.9,2.2,10.0,6.0,13.0,1.7,0.1,13.9,25.2,G,Duke,austin-rivers-1
955,Lonzo Ball,524,LAL,1,2,2017,UCLA,2016-17,2016-17,36,36,6.8,131,101,4.8,2.0,.214,8.1,3.9,12.0,24.7,3.2,14.3,9.3,31.4,2.8,2.1,18.6,18.1,G,UCLA,lonzo-ball-1
956,Kendall Marshall,523,PHO,1,13,2012,North Carolina,2010-11,2011-12,73,55,6.9,110,98,3.7,3.3,.132,3.2,3.0,6.1,16.1,0.6,7.8,4.2,43.2,2.2,0.4,28.5,14.7,G,North Carolina,kendall-marshall-1
957,Rodney White,523,DET,1,9,2001,Charlotte,2000-01,2000-01,28,26,4.4,,,2.5,1.9,.202,,,,,,,,,,,15.1,,F,Charlotte,rodney-white-1
958,Stanley Johnson,523,DET,1,8,2015,Arizona,2014-15,2014-15,38,37,5.7,111,88,2.8,2.9,.212,5.0,4.4,9.4,22.5,8.9,19.1,14.1,11.6,3.2,1.6,14.7,26.6,F,Arizona,stanley-johnson-1
959,Bryce McGowens,522,MIN,2,40,2022,Nebraska,2021-22,2021-22,31,31,2.2,103,110,1.6,0.6,.086,2.3,-1.0,1.3,16.9,2.4,14.6,8.7,8.6,1.2,1.0,11.7,27.2,G,Nebraska,bryce-mcgowens-1
960,Tobias Harris,521,CHA,1,19,2011,Tennessee,2010-11,2010-11,34,33,4.4,113,99,2.9,1.5,.177,5.5,1.8,7.3,23.8,7.5,20.6,14.0,10.4,1.4,3.4,11.4,27.2,F,Tennessee,tobias-harris-1
961,Tyler Herro,519,MIA,1,13,2019,Kentucky,2018-19,2018-19,37,37,5.4,120,98,3.3,2.1,.181,5.1,3.8,8.9,19.4,1.6,13.9,8.2,15.0,2.0,1.1,11.8,21.4,G,Kentucky,tyler-herro-1
962,Walker Kessler,516,MEM,1,22,2022,Auburn,2020-21,2021-22,63,34,7.0,124,84,3.6,3.4,.249,6.1,7.4,13.4,31.4,12.6,21.9,17.3,7.0,2.6,17.2,11.2,19.8,F,AuburnNorth Carolina,walker-kessler-1
963,Taylor Hendricks,515,UTA,1,9,2023,UCF,2022-23,2022-23,34,34,5.7,122,97,3.5,2.2,.195,5.4,2.5,7.9,22.5,8.1,16.2,12.1,8.6,1.6,6.2,9.9,21.2,F,UCF,taylor-hendricks-1
964,Zeke Nnaji,515,DEN,1,22,2020,Arizona,2019-20,2019-20,32,32,5.6,121,92,3.5,2.1,.229,5.6,2.3,8.0,25.7,11.5,20.3,15.9,5.8,1.3,3.3,14.6,24.1,F,Arizona,zeke-nnaji-1
965,Jared McCain,514,PHI,1,16,2024,Duke,2023-24,2023-24,36,36,5.2,124,101,3.3,1.9,.182,6.0,2.6,8.5,19.4,3.1,15.2,9.3,11.0,2.0,0.2,10.1,21.1,G,Duke,jared-mccain-2
966,Kaniel Dickens,514,UTA,2,50,2000,Idaho,1998-99,1999-00,55,29,4.0,,,2.0,2.0,.131,,,,,,,,,,,18.9,,C,Idaho,kaniel-dickens-1
967,Santi Aldama,513,UTA,1,30,2021,Loyola (MD),2019-20,2020-21,27,26,3.8,107,96,2.2,1.6,.171,4.4,0.9,5.3,25.8,6.0,26.0,16.1,15.5,1.7,5.8,14.7,29.7,F,Loyola (MD),santi-aldama-1
968,Asa Newell,509,IND,1,23,2025,Georgia,2024-25,2024-25,33,33,5.2,131,104,3.8,1.4,.218,7.6,2.0,9.6,26.1,13.9,13.5,13.7,6.7,2.0,3.8,8.2,23.5,F,Georgia,asa-newell-1
969,Ja'Kobe Walter,508,TOR,1,19,2024,Baylor,2023-24,2023-24,35,35,4.2,119,108,3.0,1.2,.149,4.6,1.2,5.8,17.1,5.3,12.0,8.7,8.1,2.0,0.8,9.1,23.4,G,Baylor,jakobe-walter-2
970,Gradey Dick,507,TOR,1,13,2023,Kansas,2022-23,2022-23,36,36,4.9,117,99,2.8,2.1,.165,4.9,2.9,7.7,18.4,4.0,13.5,8.9,9.4,2.5,0.8,9.4,20.5,G,Kansas,gradey-dick-1
971,Andre Jackson Jr.,506,ORL,2,36,2023,Connecticut,2020-21,2022-23,85,65,7.6,108,95,2.9,4.7,.134,1.5,4.6,6.1,14.0,6.1,18.4,12.3,22.0,2.2,2.0,24.1,14.2,G,Connecticut,andre-jackson-8
972,Keyonte George,506,UTA,1,16,2023,Baylor,2022-23,2022-23,33,33,2.9,105,105,1.8,1.1,.125,4.5,1.1,5.6,17.8,4.2,13.6,8.8,20.1,2.3,0.7,16.4,30.8,G,Baylor,keyonte-george-1
973,Blake Wesley,504,SAS,1,25,2022,Notre Dame,2021-22,2021-22,35,28,2.5,97,101,1.1,1.4,.098,0.5,0.8,1.3,16.9,3.0,11.6,7.5,17.4,2.6,0.2,13.1,31.3,G,Notre Dame,blake-wesley-1
974,Meyers Leonard,502,POR,1,11,2012,Illinois,2010-11,2011-12,65,30,4.8,109,97,2.7,2.2,.149,1.5,3.4,4.9,20.3,8.1,23.1,15.4,8.5,1.0,6.5,18.4,21.1,C,Illinois,meyers-leonard-1
975,Greg Oden Jr,501,POR,1,1,2007,Ohio State,2006-07,2006-07,32,31,8.2,,,3.6,4.6,.355,,,,,,,,,,,13.8,,C,Ohio State,greg-oden-1
976,Wendell Carter Jr.,501,CHI,1,7,2018,Duke,2017-18,2017-18,37,37,5.9,125,93,3.6,2.3,.239,6.3,5.1,11.4,28.2,12.8,23.2,18.4,13.0,1.7,7.6,15.8,22.8,F,Duke,wendell-carterjr-1
977,Jaylin Williams,499,OKC,2,34,2022,Arkansas,2020-21,2021-22,63,40,6.3,109,90,2.5,3.9,.160,2.0,5.0,7.0,17.6,5.8,27.9,16.8,13.3,2.1,4.1,16.6,16.6,F,Arkansas,jaylin-williams-2
978,Jaylen Brown,498,BOS,1,3,2016,California,2015-16,2015-16,34,34,2.7,99,97,1.0,1.8,.117,1.1,2.5,3.6,17.6,4.4,16.6,10.8,15.3,1.7,2.2,17.9,31.4,F,California,jaylen-brown-1
979,Keldon Johnson,498,SAS,1,29,2019,Kentucky,2018-19,2018-19,37,36,4.9,116,98,2.9,2.0,.171,4.1,2.6,6.7,18.5,5.5,16.5,11.3,10.4,1.5,0.6,11.8,22.7,G,Kentucky,keldon-johnson-1
980,Maurice Harkless,497,PHI,1,15,2012,St. John's (NY),2011-12,2011-12,32,32,3.2,102,102,1.8,1.3,.109,3.0,1.0,4.0,21.1,8.4,20.3,14.0,9.6,2.6,4.2,14.0,24.9,G,St. John's (NY),maurice-harkless-1
981,Malachi Richardson,496,CHA,1,22,2016,Syracuse,2015-16,2015-16,37,37,3.3,103,102,1.5,1.8,.104,1.4,2.1,3.5,13.8,1.7,12.1,6.9,12.8,2.0,0.9,14.0,23.2,G,Syracuse,malachi-richardson-1
982,Mike Taylor,495,POR,2,55,2008,Iowa State,2006-07,2006-07,31,30,2.5,,,0.9,1.6,.098,,,,,,,,,,,25.1,,G,Iowa State,mike-taylor-1
983,V.J. Edgecombe,495,PHI,1,3,2025,Baylor,2024-25,2024-25,33,33,4.8,119,102,3.0,1.8,.178,7.1,4.3,11.4,22.1,7.1,13.5,10.2,19.2,3.8,2.3,12.5,24.1,G,Baylor,vj-edgecombe-1
984,Bam Adebayo,494,MIA,1,14,2017,Kentucky,2016-17,2016-17,38,38,5.6,124,96,3.3,2.3,.196,4.5,3.6,8.2,22.0,11.1,17.3,14.2,4.7,1.2,4.9,13.9,18.5,F,Kentucky,edrice-adebayo-1
985,Kasparas Jakucionis,494,MIA,1,20,2025,Illinois,2024-25,2024-25,33,33,3.7,112,105,2.2,1.5,.141,4.0,2.6,6.6,17.4,4.9,13.6,9.5,26.0,1.5,0.8,22.7,24.2,G,Illinois,kasparas-jakucionis-1
986,GG Jackson II,493,MEM,2,45,2023,South Carolina,2022-23,2022-23,32,29,1.0,93,110,0.3,0.7,.040,1.2,-1.3,-0.1,14.9,5.4,17.0,10.9,6.6,1.4,2.8,14.2,30.8,F,South Carolina,gregory-jackson-ii-1
987,Justise Winslow,492,MIA,1,10,2015,Duke,2014-15,2014-15,39,39,5.5,115,93,3.1,2.5,.196,5.3,4.6,10.0,22.3,5.4,19.8,13.1,13.2,2.8,2.9,14.2,22.9,F,Duke,justise-winslow-1
988,D.J. Wilson,491,MIL,1,17,2017,Michigan,2014-15,2016-17,69,36,5.3,120,103,3.4,1.9,.158,4.4,2.6,7.0,20.4,6.2,16.0,11.2,8.6,1.2,5.6,11.5,19.0,F,Michigan,dj-wilson-1
989,Precious Achiuwa,489,MIA,1,20,2020,Memphis,2019-20,2019-20,31,31,4.4,101,82,1.5,2.9,.187,2.5,3.4,5.8,23.3,11.4,24.6,18.6,7.5,2.0,6.4,16.0,27.7,F,Memphis,precious-achiuwa-1
990,Taelon Peter,489,IND,2,54,2025,Liberty,2020-21,2024-25,41,2,5.2,133,95,3.2,2.0,.246,6.0,1.9,7.9,25.5,1.7,17.4,10.1,9.7,2.3,0.5,6.8,23.8,G,LibertyTennessee Tech,taelon-peter-1
991,Jayson Tatum,488,BOS,1,3,2017,Duke,2016-17,2016-17,29,27,4.1,111,98,2.3,1.8,.169,4.6,3.2,7.9,22.0,4.8,19.7,12.6,12.4,2.3,3.2,15.0,26.2,F,Duke,jayson-tatum-1
992,Joel Przybilla,487,HOU,1,9,2000,Minnesota,1998-99,1999-00,49,45,6.4,,,3.0,3.4,.190,,,,,,,,,,,25.2,,C,Minnesota,joel-przybilla-1
993,Cedric Simmons,486,NOH,1,15,2006,NC State,2004-05,2005-06,63,33,5.9,,,3.0,2.8,.197,,,,,,,13.1,12.3,,7.0,16.8,21.7,C,NC State,cedric-simmons-1
994,Rob Dillingham,486,SAS,1,8,2024,Kentucky,2023-24,2023-24,32,1,3.3,118,110,2.6,0.7,.174,5.6,0.7,6.2,23.5,1.2,11.8,6.8,29.7,2.4,0.3,13.5,30.3,G,Kentucky,rob-dillingham-1
995,Cam Reddish,485,ATL,1,10,2019,Duke,2018-19,2018-19,36,35,3.0,98,95,0.8,2.2,.113,1.3,3.2,4.5,13.6,2.0,10.7,6.5,10.7,2.9,1.9,16.5,25.3,F,Duke,cam-reddish-1
996,Chris Bosh,485,TOR,1,4,2003,Georgia Tech,2002-03,2002-03,31,31,6.4,,,3.5,2.9,.267,,,,,,,,,,,15.8,,F,Georgia Tech,chris-bosh-1
997,DeMar DeRozan,485,TOR,1,9,2009,Southern California,2008-09,2008-09,35,35,4.1,,,2.4,1.7,.140,,,,,,,,,,,14.3,,F,Southern California,demar-derozan-1
998,Anthony Randolph Jr,483,GSW,1,14,2008,Louisiana State,2007-08,2007-08,31,31,3.5,,,1.1,2.3,.136,,,,,,,14.2,8.5,,4.6,16.3,28.0,F,Louisiana State,anthony-randolph-1
999,Xavier Henry,483,MEM,1,12,2010,Kansas,2009-10,2009-10,36,36,4.9,116,93,2.8,2.1,.197,,,,21.5,5.2,11.5,8.6,9.8,3.1,1.8,14.4,23.4,G,Kansas,xavier-henry-1
1000,Michael Kidd-Gilchrist,476,CHA,1,2,2012,Kentucky,2011-12,2011-12,40,39,6.0,116,92,3.4,2.6,.192,4.1,3.6,7.7,21.2,10.3,17.3,14.0,10.8,1.9,2.8,17.3,20.6,F,Kentucky,michael-kidd-gilchrist-1


Provided by <a href="https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">Stathead</a>: <a href="https://www.sports-reference.com/stathead/basketball/cbb/player-season-finder.cgi?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">Found with Stathead. See Full Results.</a><br>Generated 5/5/2026.--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Player,PTS,Draft Team,Round,Pick,Draft Year,Draft College,From,To,G,GS,WS,ORtg,DRtg,OWS,DWS,WS/40,OBPM,DBPM,BPM,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Team,Player-additional
1001,Shawne Williams,474,IND,1,17,2006,Memphis,2005-06,2005-06,36,34,5.3,,,1.7,3.7,.218,,,,,,,,,,,15.4,,F,Memphis,shawne-williams-1
1002,Kennedy Chandler,473,SAS,2,38,2022,Tennessee,2021-22,2021-22,34,34,4.6,108,92,2.2,2.4,.176,4.2,4.8,9.0,20.2,2.5,9.7,6.0,32.3,4.1,0.9,16.2,25.0,G,Tennessee,kennedy-chandler-1
1003,Tristan Thompson,471,CLE,1,4,2011,Texas,2010-11,2010-11,36,34,5.5,112,89,2.8,2.7,.200,4.4,4.5,8.9,24.2,14.0,13.7,13.8,8.1,1.8,7.2,12.7,22.4,F,Texas,tristan-thompson-2
1004,Aaron Gordon,470,ORL,1,4,2014,Arizona,2013-14,2013-14,38,38,5.4,109,89,2.1,3.3,.183,3.7,4.7,8.4,20.4,10.4,19.3,14.9,13.0,1.8,3.4,10.5,23.2,F,Arizona,aaron-gordon-1
1005,Marquese Chriss,467,SAC,1,8,2016,Washington,2015-16,2015-16,34,34,3.1,112,102,1.9,1.2,.148,2.8,2.2,4.9,21.6,9.8,11.6,10.7,6.3,1.9,5.8,14.7,24.1,F,Washington,marquese-chriss-1
1006,Archie Goodwin,466,OKC,1,29,2013,Kentucky,2012-13,2012-13,33,33,3.1,100,99,1.6,1.5,.117,1.0,1.1,2.1,16.9,5.6,11.2,8.5,16.8,2.1,1.4,18.1,27.2,G,Kentucky,archie-goodwin-1
