--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Player,PTS,STL%,BLK%,OBPM,DBPM,PER,ORB%,DRB%,TS%,3PAr,eFG%,Draft Team,Round,Pick,Draft Year,Draft College,From,To,G,GS,WS,ORtg,DRtg,OWS,DWS,WS/40,OBPM,DBPM,BPM,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Team,Player-additional
236,Tony Carr,1161,1.3,0.9,4.3,1.0,18.5,2.6,13.7,.511,.314,.458,NOH,2,51,2018,Penn State,2016-17,2017-18,70,70,8.2,108,103,4.9,3.3,.137,4.3,1.0,5.3,18.5,2.6,13.7,8.1,28.0,1.3,0.9,13.1,27.4,G,Penn State,tony-carr-1
237,Cory Jefferson,1159,1.0,6.6,4.8,2.2,24.4,11.1,21.3,.582,.063,.554,SAS,2,60,2014,Baylor,2009-10,2013-14,130,76,12.7,123,98,8.3,4.4,.196,4.8,2.2,7.1,24.4,11.1,21.3,16.3,4.2,1.0,6.6,9.2,21.4,F,Baylor,cory-jefferson-1
238,Cody Zeller,1157,2.5,4.4,7.7,3.7,30.6,11.8,19.4,.643,.003,.592,CHA,1,4,2013,Indiana,2011-12,2012-13,72,72,14.1,128,93,9.9,4.2,.271,7.7,3.7,11.4,30.6,11.8,19.4,15.7,9.5,2.5,4.4,13.5,25.4,F,Indiana,cody-zeller-1
239,Luke Kennard,1147,1.7,0.8,6.6,1.8,22.3,4.0,11.5,.600,.455,.548,DET,1,12,2017,Duke,2015-16,2016-17,73,47,10.9,128,106,8.4,2.5,.192,6.6,1.8,8.4,22.3,4.0,11.5,7.9,12.4,1.7,0.8,8.3,22.9,G,Duke,luke-kennard-1
240,Tyrese Proctor,1143,1.4,0.4,3.0,2.4,14.5,1.5,9.9,.548,.559,.523,CLE,2,49,2025,Duke,2022-23,2024-25,106,97,11.4,116,102,6.5,5.0,.144,3.0,2.4,5.4,14.5,1.5,9.9,5.9,18.1,1.4,0.4,11.7,19.2,G,Duke,tyrese-proctor-1
241,Arnett Moultrie,1142,2.0,2.6,4.8,0.4,21.0,10.3,20.6,.557,.112,.527,MIA,1,27,2012,Mississippi State,2008-09,2011-12,100,97,11.9,109,95,5.4,6.5,.158,4.8,0.4,5.2,21.0,10.3,20.6,15.5,7.5,2.0,2.6,16.7,21.9,F,Mississippi StateUTEP,arnett-moultrie-1
242,Charles Bassey,1142,1.2,9.4,4.4,2.2,28.9,12.0,27.1,.648,.124,.616,PHI,2,53,2021,Western Kentucky,2018-19,2020-21,72,72,11.9,117,93,7.0,4.9,.216,4.4,2.2,6.6,28.9,12.0,27.1,19.9,6.0,1.2,9.4,17.1,24.5,C,Western Kentucky,charles-bassey-1
243,Khyri Thomas,1140,2.8,1.0,4.3,3.5,19.6,5.0,13.6,.607,.385,.589,PHI,2,38,2018,Creighton,2015-16,2017-18,102,95,11.1,117,100,6.5,4.7,.161,4.3,3.5,7.8,19.6,5.0,13.6,9.5,15.4,2.8,1.0,14.9,19.6,G,Creighton,khyri-thomas-1
244,Dwayne Bacon,1139,1.9,0.3,3.5,0.7,19.9,4.7,14.7,.533,.306,.497,NOH,2,40,2017,Florida State,2015-16,2016-17,69,67,6.7,108,104,4.2,2.5,.135,3.5,0.7,4.2,19.9,4.7,14.7,9.8,11.0,1.9,0.3,11.9,29.1,G,Florida State,dwayne-bacon-1
245,Cleanthony Early,1135,1.8,3.8,6.0,2.1,26.0,8.2,17.5,.596,.411,.541,NYK,2,34,2014,Wichita State,2012-13,2013-14,75,58,11.3,119,94,7.2,4.1,.230,6.0,2.1,8.1,26.0,8.2,17.5,12.9,6.0,1.8,3.8,12.1,28.6,F,Wichita State,cleanthony-early-1
246,Kyle Filipowski,1134,2.5,4.0,5.3,4.0,24.7,9.6,23.7,.553,.273,.516,UTA,2,32,2024,Duke,2022-23,2023-24,72,72,10.8,113,93,5.7,5.1,.202,5.3,4.0,9.3,24.7,9.6,23.7,16.9,15.0,2.5,4.0,13.9,28.6,C,Duke,kyle-filipowski-1
247,Harrison Ingram,1133,2.0,1.4,3.6,2.2,16.7,7.9,19.0,.501,.401,.479,SAS,2,48,2024,North Carolina,2021-22,2023-24,102,98,9.7,107,101,4.9,4.8,.124,3.6,2.2,5.9,16.7,7.9,19.0,13.4,18.7,2.0,1.4,14.9,21.4,F,North CarolinaStanford,harrison-ingram-1
248,Neemias Queta,1133,1.5,10.8,3.3,5.1,26.3,10.4,25.3,.612,.011,.596,SAC,2,39,2021,Utah State,2018-19,2020-21,86,84,13.1,112,86,6.2,6.9,.218,3.3,5.1,8.4,26.3,10.4,25.3,18.2,15.0,1.5,10.8,19.1,23.5,C,Utah State,neemias-queta-1
249,Hunter Tyson,1132,1.7,1.3,4.3,2.0,19.5,5.0,22.3,.587,.547,.553,OKC,2,37,2023,Clemson,2018-19,2022-23,140,73,12.1,118,97,7.0,5.1,.171,4.3,2.0,6.3,19.5,5.0,22.3,14.1,7.9,1.7,1.3,9.1,20.1,F,Clemson,tyson-hunter-1
250,Jordan Adams,1131,4.6,0.8,6.3,4.1,26.1,5.0,12.6,.589,.371,.529,MEM,1,22,2014,UCLA,2012-13,2013-14,69,63,11.2,122,97,7.4,3.8,.215,6.3,4.1,10.4,26.1,5.0,12.6,8.9,13.1,4.6,0.8,8.9,25.3,G,UCLA,jordan-adams-1
251,Jarnell Stokes,1129,1.6,3.8,5.7,2.2,25.8,15.5,23.5,.560,.004,.530,UTA,2,35,2014,Tennessee,2011-12,2013-14,87,84,12.7,115,95,7.6,5.2,.197,5.7,2.2,7.9,25.8,15.5,23.5,19.5,11.4,1.6,3.8,15.1,24.2,F,Tennessee,jarnell-stokes-1
252,Jaylen Nowell,1127,2.0,0.8,2.5,1.1,19.0,3.6,12.9,.563,.257,.527,MIN,2,43,2019,Washington,2017-18,2018-19,70,67,8.1,108,102,4.8,3.3,.138,2.5,1.1,3.6,19.0,3.6,12.9,8.3,19.3,2.0,0.8,16.0,26.0,G,Washington,jaylen-nowell-1
253,Pascal Siakam,1126,1.7,6.2,4.7,2.3,29.0,13.5,20.9,.586,.021,.553,TOR,1,27,2016,New Mexico State,2014-15,2015-16,68,61,13.7,121,89,7.9,5.8,.247,4.7,2.3,6.9,29.0,13.5,20.9,17.4,11.1,1.7,6.2,12.0,25.4,F,New Mexico State,pascal-siakam-1
254,John Henson,1124,1.5,10.3,3.5,5.1,23.3,10.8,24.4,.501,.025,.500,MIL,1,14,2012,North Carolina,2009-10,2011-12,109,82,10.7,104,88,4.1,6.7,.166,3.5,5.1,8.6,23.3,10.8,24.4,17.6,7.8,1.5,10.3,12.9,22.7,F,North Carolina,john-henson-1
255,Jarrett Culver,1119,2.6,2.7,5.7,4.6,22.4,5.3,16.8,.548,.351,.518,PHO,1,6,2019,Texas Tech,2017-18,2018-19,75,58,11.0,110,90,5.3,5.8,.199,5.7,4.6,10.3,22.4,5.3,16.8,11.3,20.6,2.6,2.7,13.6,27.8,G,Texas Tech,jarrett-culver-1
256,Victor Oladipo,1117,3.8,2.3,5.7,4.2,24.1,10.4,15.7,.604,.188,.570,ORL,1,2,2013,Indiana,2010-11,2012-13,104,75,12.7,116,94,7.8,4.9,.198,5.7,4.2,9.9,24.1,10.4,15.7,13.1,13.9,3.8,2.3,18.0,22.7,G,Indiana,victor-oladipo-1
257,Spencer Dinwiddie,1115,2.3,1.2,4.6,3.1,20.9,2.0,11.3,.599,.432,.504,DET,2,38,2014,Colorado,2011-12,2013-14,86,86,12.3,121,99,8.4,3.9,.190,4.6,3.1,7.8,20.9,2.0,11.3,6.7,18.9,2.3,1.2,14.1,21.8,G,Colorado,spencer-dinwiddie-1
258,Moritz Wagner,1114,2.3,1.9,4.4,2.7,23.3,7.3,19.6,.633,.371,.618,LAL,1,25,2018,Michigan,2015-16,2017-18,107,77,10.7,118,97,6.4,4.3,.191,4.4,2.7,7.2,23.3,7.3,19.6,13.5,5.5,2.3,1.9,12.5,24.7,F,Michigan,moritz-wagner-1
259,Jalen Harris,1113,2.0,0.8,4.0,0.5,23.2,3.2,15.3,.566,.370,.517,TOR,2,59,2020,Nevada,2016-17,2019-20,68,43,8.5,112,100,5.6,2.9,.180,4.0,0.5,4.6,23.2,3.2,15.3,9.5,21.4,2.0,0.8,12.6,29.7,G,Louisiana TechNevada,jalen-harris-2
260,Tyler Bey,1113,2.3,4.5,2.8,3.8,23.5,9.1,27.8,.592,.079,.542,PHI,2,36,2020,Colorado,2017-18,2019-20,99,87,11.7,112,91,5.7,6.0,.189,2.8,3.8,6.5,23.5,9.1,27.8,18.8,7.5,2.3,4.5,16.4,23.0,G,Colorado,tyler-bey-1
261,Sterling Brown,1110,2.5,1.9,3.6,3.6,18.1,6.9,14.8,.616,.363,.586,PHI,2,46,2017,SMU,2013-14,2016-17,136,106,15.2,119,95,7.8,7.5,.174,3.6,3.6,7.3,18.1,6.9,14.8,11.1,15.6,2.5,1.9,18.9,16.7,G,SMU,sterling-brown-2
262,Cady Lalanne,1107,1.0,6.8,1.7,1.2,20.5,13.7,21.5,.586,.061,.559,SAS,2,55,2015,Massachusetts,2011-12,2014-15,111,80,9.7,109,98,5.0,4.7,.139,1.7,1.2,2.9,20.5,13.7,21.5,17.6,1.9,1.0,6.8,17.9,19.9,C,Massachusetts,cady-lalanne-1
263,Sandro Mamukelashvili,1100,1.4,3.3,3.3,1.9,18.2,7.9,18.4,.542,.340,.517,IND,2,54,2021,Seton Hall,2017-18,2020-21,115,79,9.2,108,101,5.2,4.0,.131,3.3,1.9,5.2,18.2,7.9,18.4,13.2,13.6,1.4,3.3,15.1,21.4,F,Seton Hall,sandro-mamukelashvili-1
264,Travis Leslie,1099,2.5,2.6,6.5,2.3,25.1,12.6,14.0,.537,.066,.492,LAC,2,47,2011,Georgia,2008-09,2010-11,90,68,9.6,114,100,6.1,3.5,.163,6.5,2.3,8.9,25.1,12.6,14.0,13.6,18.9,2.5,2.6,15.0,26.2,G,Georgia,travis-leslie-1
265,Obi Toppin,1096,1.6,3.9,7.7,2.9,30.3,6.4,19.7,.687,.149,.679,NYK,1,8,2020,Dayton,2018-19,2019-20,64,46,11.6,124,94,7.8,3.9,.251,7.7,2.9,10.6,30.3,6.4,19.7,13.8,15.1,1.6,3.9,14.1,26.7,F,Dayton,obadiah-toppin-1
266,Richaun Holmes,1089,1.8,11.0,3.3,3.1,26.4,11.5,18.9,.605,.117,.574,PHI,2,37,2015,Bowling Green,2012-13,2014-15,95,63,12.6,117,92,6.9,5.7,.200,3.3,3.1,6.4,26.4,11.5,18.9,15.2,5.9,1.8,11.0,13.7,21.8,F,Bowling Green,richaun-holmes-1
267,Oso Ighodaro,1078,1.8,5.0,4.1,3.5,21.0,8.1,14.8,.628,.003,.624,POR,2,40,2024,Marquette,2020-21,2023-24,109,72,12.6,123,101,8.0,4.6,.173,4.1,3.5,7.6,21.0,8.1,14.8,11.5,15.8,1.8,5.0,14.8,17.7,F,Marquette,oso-ighodaro-1
268,Sir'Dominic Pointer,1078,3.2,5.0,1.1,4.5,17.7,4.8,16.1,.527,.128,.489,CLE,2,53,2015,St. John's (NY),2011-12,2014-15,130,76,10.9,104,97,4.5,6.4,.119,1.1,4.5,5.6,17.7,4.8,16.1,10.4,16.1,3.2,5.0,17.6,17.3,G,St. John's (NY),sirdominic-pointer-1
269,Jake Laravia,1073,2.4,3.9,3.7,2.6,22.4,9.6,15.6,.599,.181,.558,MIN,1,19,2022,Wake Forest,2019-20,2021-22,88,83,12.0,115,97,7.4,4.6,.185,3.7,2.6,6.3,22.4,9.6,15.6,12.7,17.8,2.4,3.9,17.8,21.9,G,Indiana StateWake Forest,jake-laravia-1
270,Caris LeVert,1070,2.3,0.9,4.1,2.7,19.3,1.8,15.1,.552,.396,.514,IND,1,20,2016,Michigan,2012-13,2015-16,103,70,10.0,113,103,6.3,3.7,.147,4.1,2.7,6.8,19.3,1.8,15.1,8.5,21.0,2.3,0.9,12.3,22.8,G,Michigan,caris-levert-1
271,Udoka Azubuike,1069,1.2,9.4,5.4,4.3,29.4,13.5,23.9,.686,.000,.746,UTA,1,27,2020,Kansas,2016-17,2019-20,87,79,11.1,118,91,6.2,4.9,.219,5.4,4.3,9.7,29.4,13.5,23.9,19.1,6.2,1.2,9.4,18.1,23.5,C,Kansas,udoka-azubuike-1
272,Rasheer Fleming,1068,2.2,5.6,2.8,2.1,21.2,9.4,20.7,.603,.438,.586,MIN,2,31,2025,Saint Joseph's,2022-23,2024-25,101,88,11.6,120,98,6.3,5.3,.174,2.8,2.1,4.8,21.2,9.4,20.7,15.1,6.9,2.2,5.6,12.0,19.1,F,Saint Joseph's,rasheer-fleming-1
273,Brooks Barnhizer,1067,2.9,2.8,3.2,3.3,18.7,4.9,20.9,.513,.306,.462,OKC,2,44,2025,Northwestern,2021-22,2024-25,96,51,9.6,108,99,4.3,5.2,.137,3.2,3.3,6.5,18.7,4.9,20.9,12.6,15.2,2.9,2.8,11.1,22.5,G,Northwestern,brooks-barnhizer-1
274,Marcus Smart,1064,5.2,2.1,5.5,5.9,25.4,5.2,15.1,.542,.388,.470,BOS,1,6,2014,Oklahoma State,2012-13,2013-14,64,63,11.0,110,89,5.6,5.4,.207,5.5,5.9,11.4,25.4,5.2,15.1,10.3,28.4,5.2,2.1,16.4,28.2,G,Oklahoma State,marcus-smart-1
275,Terrence Jones,1064,2.4,5.9,4.7,4.4,24.9,9.8,19.9,.526,.156,.493,HOU,1,18,2012,Kentucky,2010-11,2011-12,76,69,11.8,112,90,6.2,5.5,.204,4.7,4.4,9.1,24.9,9.8,19.9,15.1,9.5,2.4,5.9,11.9,25.4,F,Kentucky,terrence-jones-1
276,Colby Jones,1062,2.4,1.6,3.9,2.7,19.0,6.3,15.0,.569,.277,.542,CHA,2,34,2023,Xavier,2020-21,2022-23,86,82,10.4,114,101,6.3,4.1,.148,3.9,2.7,6.6,19.0,6.3,15.0,10.8,19.8,2.4,1.6,16.1,19.6,G,Xavier,colby-jones-1
277,Will Barton,1062,2.6,1.9,4.4,2.4,22.1,6.6,16.8,.549,.302,.517,POR,2,40,2012,Memphis,2010-11,2011-12,70,59,10.1,111,95,5.9,4.2,.176,4.4,2.4,6.8,22.1,6.6,16.8,11.9,18.4,2.6,1.9,14.5,24.9,G,Memphis,will-barton-1
278,CJ Elleby,1060,2.4,2.3,3.3,1.2,20.2,4.8,21.6,.524,.392,.485,POR,2,46,2020,Washington State,2018-19,2019-20,64,60,6.6,103,100,3.5,3.1,.128,3.3,1.2,4.4,20.2,4.8,21.6,13.0,16.7,2.4,2.3,14.0,28.2,F,Washington State,cj-elleby-1
279,Jeremy Lamb,1060,2.0,1.9,5.5,2.6,21.3,4.0,12.2,.580,.406,.553,HOU,1,12,2012,Connecticut,2010-11,2011-12,75,74,9.9,118,102,6.9,2.9,.164,5.5,2.6,8.1,21.3,4.0,12.2,8.2,11.2,2.0,1.9,11.6,22.2,G,Connecticut,jeremy-lamb-1
280,Nik Stauskas,1060,1.1,0.9,7.1,1.3,20.3,1.8,9.5,.638,.564,.591,SAC,1,8,2014,Michigan,2012-13,2013-14,75,69,10.7,127,107,8.5,2.3,.174,7.1,1.3,8.4,20.3,1.8,9.5,5.7,13.4,1.1,0.9,11.8,21.0,G,Michigan,nik-stauskas-1
281,Jalen Williams,1055,2.3,1.8,2.1,1.7,18.0,2.0,11.4,.568,.320,.526,OKC,1,12,2022,Santa Clara,2019-20,2021-22,84,72,9.3,112,100,5.6,3.7,.145,2.1,1.7,3.7,18.0,2.0,11.4,7.0,17.9,2.3,1.8,12.7,21.0,G,Santa Clara,jalen-williams-13
282,Miles Bridges,1055,1.2,3.6,6.4,3.0,22.8,5.4,20.4,.576,.413,.548,LAC,1,12,2018,Michigan State,2016-17,2017-18,62,60,9.1,114,96,5.2,4.0,.186,6.4,3.0,9.5,22.8,5.4,20.4,13.6,15.8,1.2,3.6,12.7,27.2,F,Michigan State,miles-bridges-1
283,Tyler Dorsey,1055,1.5,0.5,4.6,1.2,18.8,4.3,10.3,.591,.496,.558,ATL,2,41,2017,Oregon,2015-16,2016-17,75,74,9.2,118,103,6.1,3.1,.164,4.6,1.2,5.8,18.8,4.3,10.3,7.4,11.4,1.5,0.5,12.5,22.6,G,Oregon,tyler-dorsey-1
284,Aaron Wiggins,1052,1.9,1.5,3.6,2.5,16.4,4.6,13.9,.525,.517,.500,OKC,2,55,2021,Maryland,2018-19,2020-21,96,50,8.7,106,99,4.5,4.2,.129,3.6,2.5,6.1,16.4,4.6,13.9,9.5,11.9,1.9,1.5,12.1,22.3,G,Maryland,aaron-wiggins-1
285,Erik Murphy,1052,1.4,3.7,5.3,3.1,21.3,7.8,17.5,.622,.426,.606,CHI,2,49,2013,Florida,2009-10,2012-13,136,67,12.1,119,94,7.3,4.8,.195,5.3,3.1,8.4,21.3,7.8,17.5,12.6,7.9,1.4,3.7,14.1,21.0,F,Florida,erik-murphy-1
286,Ryan Rollins,1051,2.6,0.7,2.0,1.1,21.2,3.0,15.4,.548,.333,.505,ATL,2,44,2022,Toledo,2020-21,2021-22,64,64,8.5,110,99,5.2,3.3,.169,2.0,1.1,3.1,21.2,3.0,15.4,9.5,18.3,2.6,0.7,13.3,27.1,G,Toledo,ryan-rollins-1
287,Jae Crowder,1049,3.6,3.2,7.5,4.3,26.7,8.2,20.8,.584,.386,.560,CLE,2,34,2012,Marquette,2010-11,2011-12,72,52,12.6,125,91,7.8,4.8,.233,7.5,4.3,11.8,26.7,8.2,20.8,14.5,12.5,3.6,3.2,7.6,21.9,F,Marquette,jae-crowder-1
288,Bobby Portis,1047,2.1,5.3,6.3,2.1,26.7,12.0,18.6,.574,.081,.540,CHI,1,22,2015,Arkansas,2013-14,2014-15,70,70,10.5,121,96,6.6,3.8,.210,6.3,2.1,8.4,26.7,12.0,18.6,15.3,9.8,2.1,5.3,9.6,24.2,F,Arkansas,bobby-portis-1
289,Keegan Murray,1046,2.4,6.7,10.3,3.0,33.0,9.8,19.9,.626,.306,.600,SAC,1,4,2022,Iowa,2020-21,2021-22,66,39,11.4,132,96,8.2,3.1,.271,10.3,3.0,13.2,33.0,9.8,19.9,14.9,8.4,2.4,6.7,6.6,26.0,F,Iowa,keegan-murray-1
290,Rakeem Christmas,1046,1.5,9.8,1.6,4.2,20.5,10.2,17.6,.588,.001,.560,MIN,2,36,2015,Syracuse,2011-12,2014-15,142,140,13.3,115,93,6.5,6.8,.171,1.6,4.2,5.8,20.5,10.2,17.6,13.8,6.0,1.5,9.8,15.4,17.4,F,Syracuse,rakeem-christmas-1
291,K.J. McDaniels,1035,2.4,8.5,5.5,4.4,25.1,9.1,14.9,.547,.322,.501,PHI,2,32,2014,Clemson,2011-12,2013-14,94,61,10.7,111,93,5.6,5.1,.186,5.5,4.4,10.0,25.1,9.1,14.9,12.0,9.6,2.4,8.5,12.9,26.5,F,Clemson,kj-mcdaniels-1
292,Semaj Christon,1034,2.5,0.6,2.6,1.5,18.5,1.1,8.7,.525,.098,.479,MIA,2,55,2014,Xavier,2012-13,2013-14,64,63,6.8,104,104,4.1,2.7,.122,2.6,1.5,4.1,18.5,1.1,8.7,5.0,28.5,2.5,0.6,16.7,28.2,G,Xavier,semaj-christon-1
293,Josh Okogie,1033,2.6,2.6,4.1,2.7,21.4,6.4,13.3,.550,.231,.481,MIN,1,20,2018,Georgia Tech,2016-17,2017-18,61,61,7.9,109,99,4.4,3.5,.157,4.1,2.7,6.7,21.4,6.4,13.3,10.0,13.6,2.6,2.6,12.8,27.4,G,Georgia Tech,josh-okogie-1
294,Jason Preston,1032,2.0,0.4,2.5,1.0,19.5,2.7,16.1,.568,.274,.547,ORL,2,33,2021,Ohio,2018-19,2020-21,82,73,10.3,112,102,6.7,3.6,.147,2.5,1.0,3.5,19.5,2.7,16.1,9.4,34.0,2.0,0.4,19.2,20.1,G,Ohio,jason-preston-1
295,Kira Lewis Jr.,1031,2.0,1.2,3.0,1.5,17.7,1.9,9.1,.555,.374,.515,NOH,1,13,2020,Alabama,2018-19,2019-20,65,65,7.1,109,105,4.9,2.3,.127,3.0,1.5,4.5,17.7,1.9,9.1,5.5,23.5,2.0,1.2,16.5,23.5,G,Alabama,kira-lewisjr-1
296,Tremont Waters,1029,4.3,0.4,5.0,2.5,21.6,1.1,9.7,.551,.468,.503,BOS,2,51,2019,Louisiana State,2017-18,2018-19,66,61,8.2,111,104,5.4,2.8,.152,5.0,2.5,7.5,21.6,1.1,9.7,5.4,33.9,4.3,0.4,18.4,26.1,G,Louisiana State,tremont-waters-1
297,Julian Strawther,1028,1.3,1.1,4.6,1.2,19.0,4.4,17.0,.608,.507,.581,IND,1,29,2023,Gonzaga,2020-21,2022-23,94,68,9.9,122,99,6.2,3.7,.180,4.6,1.2,5.8,19.0,4.4,17.0,11.1,5.8,1.3,1.1,9.9,20.7,G,Gonzaga,julian-strawther-1
298,Thomas Robinson,1026,1.9,3.9,4.9,3.2,26.1,13.8,31.2,.550,.019,.529,SAC,1,5,2012,Kansas,2009-10,2011-12,105,42,10.6,109,85,5.1,5.5,.217,4.9,3.2,8.1,26.1,13.8,31.2,22.8,11.0,1.9,3.9,15.6,28.3,F,Kansas,thomas-robinson-2
299,Gary Harris,1025,3.1,1.1,6.0,3.6,21.0,3.9,8.6,.571,.495,.533,CHI,1,19,2014,Michigan State,2012-13,2013-14,69,67,9.8,117,98,6.2,3.6,.183,6.0,3.6,9.6,21.0,3.9,8.6,6.3,13.5,3.1,1.1,11.0,24.6,G,Michigan State,gary-harris-1
300,Delon Wright,1022,4.0,3.5,7.6,6.3,28.1,4.3,15.4,.629,.200,.565,TOR,1,20,2015,Utah,2013-14,2014-15,68,68,15.8,127,89,9.5,6.3,.266,7.6,6.3,13.9,28.1,4.3,15.4,10.3,30.8,4.0,3.5,15.8,22.1,G,Utah,delon-wright-1
301,Josh Huestis,1019,1.2,5.9,2.6,2.7,17.6,10.0,19.9,.509,.238,.489,OKC,1,29,2014,Stanford,2010-11,2013-14,135,75,11.6,110,97,5.5,6.0,.137,2.6,2.7,5.4,17.6,10.0,19.9,14.8,6.7,1.2,5.9,11.1,17.0,F,Stanford,josh-huestis-1
302,Christian Braun,1018,1.9,2.0,4.5,3.5,17.2,4.6,14.9,.566,.452,.535,DEN,1,21,2022,Kansas,2019-20,2021-22,101,74,11.6,115,96,6.2,5.4,.161,4.5,3.5,7.9,17.2,4.6,14.9,9.9,11.4,1.9,2.0,12.9,17.9,G,Kansas,christian-braun-1
303,Doron Lamb,1018,1.1,0.3,4.9,1.9,19.0,1.8,7.0,.627,.437,.589,MIL,2,42,2012,Kentucky,2010-11,2011-12,78,49,10.9,128,102,8.1,2.8,.187,4.9,1.9,6.8,19.0,1.8,7.0,4.5,10.0,1.1,0.3,10.4,19.9,G,Kentucky,doron-lamb-1
304,Colton Iverson,1014,1.3,4.7,3.7,1.5,20.4,12.3,23.2,.557,.000,.546,IND,2,53,2013,Colorado State,2008-09,2012-13,133,77,10.7,108,97,5.6,5.1,.155,3.7,1.5,5.2,20.4,12.3,23.2,16.5,9.1,1.3,4.7,18.6,20.9,F,Colorado StateMinnesota,colton-iverson-1
305,Kentavious Caldwell-Pope,1013,3.8,1.6,6.6,3.3,24.0,4.6,18.8,.543,.539,.507,DET,1,8,2013,Georgia,2011-12,2012-13,64,60,9.6,111,95,5.8,3.8,.182,6.6,3.3,9.9,24.0,4.6,18.8,11.5,13.3,3.8,1.6,9.7,27.0,G,Georgia,kentavious-caldwell-pope-1
306,Andre Roberson,1012,3.3,5.4,3.9,3.9,23.5,12.6,29.2,.561,.193,.549,MIN,1,26,2013,Colorado,2010-11,2012-13,105,65,13.7,111,88,6.2,7.5,.185,3.9,3.9,7.8,23.5,12.6,29.2,21.0,8.4,3.3,5.4,16.9,19.0,F,Colorado,andre-roberson-1
307,Jordan Hamilton,1012,1.8,1.8,8.3,3.1,23.3,6.4,16.8,.538,.461,.516,DAL,1,26,2011,Texas,2009-10,2010-11,70,36,9.4,113,93,5.5,3.9,.205,8.3,3.1,11.4,23.3,6.4,16.8,11.7,14.2,1.8,1.8,11.7,27.7,G,Texas,jordan-hamilton-2
308,Ty Jerome,1011,3.0,0.2,4.5,5.1,19.7,1.4,12.7,.558,.508,.534,PHI,1,24,2019,Virginia,2016-17,2018-19,105,76,13.7,115,92,7.0,6.7,.198,4.5,5.1,9.5,19.7,1.4,12.7,7.2,28.0,3.0,0.2,13.8,21.9,G,Virginia,ty-jerome-1
309,Domantas Sabonis,1002,1.2,2.2,4.8,2.3,27.4,12.4,26.4,.662,.023,.636,ORL,1,11,2016,Gonzaga,2014-15,2015-16,74,32,12.3,124,91,7.5,4.8,.249,4.8,2.3,7.1,27.4,12.4,26.4,20.1,9.7,1.2,2.2,16.6,23.9,F,Gonzaga,domantas-sabonis-1
310,Daniel Oturu,1000,1.0,6.5,5.5,2.9,26.8,11.9,22.6,.595,.077,.572,MIN,2,33,2020,Minnesota,2018-19,2019-20,66,62,9.0,113,95,5.4,3.6,.192,5.5,2.9,8.5,26.8,11.9,22.6,17.3,6.7,1.0,6.5,14.4,26.4,C,Minnesota,daniel-oturu-1
311,Melvin Frazier,997,3.3,1.8,1.2,2.0,17.1,4.8,13.2,.560,.349,.536,ORL,2,35,2018,Tulane,2015-16,2017-18,94,69,6.5,104,104,3.1,3.4,.100,1.2,2.0,3.2,17.1,4.8,13.2,8.9,12.8,3.3,1.8,17.4,20.6,G,Tulane,melvin-frazier-1
312,Danny Wolf,995,1.6,5.1,3.1,3.6,20.5,8.7,26.5,.545,.275,.526,NJN,1,27,2025,Michigan,2022-23,2024-25,90,68,8.5,105,95,3.3,5.2,.150,3.1,3.6,6.8,20.5,8.7,26.5,18.0,19.0,1.6,5.1,18.6,25.1,F,MichiganYale,danny-wolf-1
313,Caleb Swanigan,994,0.8,1.8,3.5,3.0,21.5,9.3,30.4,.586,.223,.543,POR,1,26,2017,Purdue,2015-16,2016-17,69,69,9.0,109,93,4.4,4.6,.178,3.5,3.0,6.4,21.5,9.3,30.4,20.6,16.4,0.8,1.8,19.7,26.3,F,Purdue,caleb-swanigan-1
314,Vernon Macklin,993,1.1,3.2,3.1,1.4,22.2,11.4,13.9,.591,.001,.610,DET,2,52,2011,Florida,2006-07,2010-11,136,69,10.0,114,99,5.9,4.1,.160,3.1,1.4,4.5,22.2,11.4,13.9,11.8,8.1,1.1,3.2,15.2,20.7,F,FloridaGeorgetown,vernon-macklin-1
315,Kawhi Leonard,990,2.7,2.2,5.3,3.9,25.0,12.6,25.0,.513,.195,.473,IND,1,15,2011,San Diego State,2009-10,2010-11,70,69,11.8,111,88,6.1,5.7,.211,5.3,3.9,9.2,25.0,12.6,25.0,19.0,14.4,2.7,2.2,13.7,26.0,F,San Diego State,kawhi-leonard-1
316,Reggie Bullock,989,2.0,0.8,5.8,3.0,19.5,6.6,15.5,.568,.596,.555,LAC,1,25,2013,North Carolina,2010-11,2012-13,100,53,10.8,122,97,6.8,4.0,.176,5.8,3.0,8.8,19.5,6.6,15.5,10.8,12.1,2.0,0.8,9.7,18.2,G,North Carolina,reggie-bullock-2
317,Isaiah Livers,987,1.3,2.2,4.2,3.6,17.3,4.6,13.9,.604,.535,.575,DET,2,42,2021,Michigan,2017-18,2020-21,119,69,11.7,120,97,6.5,5.2,.169,4.2,3.6,7.8,17.3,4.6,13.9,9.5,7.3,1.3,2.2,9.9,17.3,F,Michigan,isaiah-livers-1
318,Paul Reed,983,2.8,7.9,3.8,3.0,25.3,11.3,25.1,.583,.138,.558,PHI,2,58,2020,DePaul,2017-18,2019-20,93,58,9.6,113,95,5.2,4.4,.178,3.8,3.0,6.8,25.3,11.3,25.1,18.1,8.8,2.8,7.9,14.7,22.0,F,DePaul,paul-reed-5
