--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Player,PTS,STL%,BLK%,OBPM,DBPM,PER,ORB%,DRB%,TS%,3PAr,eFG%,Draft Team,Round,Pick,Draft Year,Draft College,From,To,G,GS,WS,ORtg,DRtg,OWS,DWS,WS/40,OBPM,DBPM,BPM,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Team,Player-additional
566,Diamond Stone,436,1.3,7.1,3.8,2.0,26.7,12.4,14.5,.610,.000,.568,NOH,2,40,2016,Maryland,2015-16,2015-16,35,22,4.1,118,98,2.6,1.5,.204,3.8,2.0,5.8,26.7,12.4,14.5,13.6,4.2,1.3,7.1,12.9,26.7,C,Maryland,diamond-stone-1
567,Omari Spellman,434,1.3,5.5,4.7,2.8,20.6,9.9,23.1,.588,.446,.573,ATL,1,30,2018,Villanova,2017-18,2017-18,40,39,5.2,123,97,2.9,2.2,.184,4.7,2.8,7.5,20.6,9.9,23.1,16.8,4.3,1.3,5.5,9.8,18.3,F,Villanova,omari-spellman-1
568,Tyrese Maxey,433,1.5,1.3,2.4,2.0,16.3,1.4,12.1,.531,.322,.474,PHI,1,21,2020,Kentucky,2019-20,2019-20,31,28,3.6,107,100,2.1,1.5,.134,2.4,2.0,4.4,16.3,1.4,12.1,7.3,18.7,1.5,1.3,14.1,22.7,G,Kentucky,tyrese-maxey-1
569,Jalen Hood-Schifino,432,1.4,0.8,0.4,0.3,13.0,1.6,12.0,.492,.275,.463,LAL,1,17,2023,Indiana,2022-23,2022-23,32,32,1.9,96,104,0.6,1.3,.071,0.4,0.3,0.7,13.0,1.6,12.0,7.2,20.2,1.4,0.8,16.9,25.7,G,Indiana,jalen-hood-schifino-1
570,Jalen Suggs,431,3.5,1.1,4.8,4.6,22.6,2.7,18.0,.595,.338,.560,ORL,1,5,2021,Gonzaga,2020-21,2020-21,30,30,4.6,112,91,2.5,2.1,.210,4.8,4.6,9.4,22.6,2.7,18.0,11.0,23.7,3.5,1.1,19.5,24.8,G,Gonzaga,jalen-suggs-1
571,Jaylen Wells,427,1.0,0.6,5.7,1.6,18.6,5.0,13.2,.585,.527,.545,MEM,2,39,2024,Washington State,2023-24,2023-24,34,20,4.5,128,104,3.1,1.4,.181,5.7,1.6,7.3,18.6,5.0,13.2,9.2,7.9,1.0,0.6,5.9,20.1,F,Washington State,jaylen-wells-1
572,Scottie Lewis,420,2.9,4.6,2.1,4.1,15.3,4.2,10.3,.551,.332,.500,CHA,2,56,2021,Florida,2019-20,2020-21,51,31,4.3,108,98,2.0,2.2,.121,2.1,4.1,6.3,15.3,4.2,10.3,7.3,7.0,2.9,4.6,16.1,16.6,G,Florida,scottie-lewis-1
573,Zhaire Smith,417,2.3,4.8,6.1,4.7,23.0,9.6,11.1,.618,.144,.588,PHO,1,16,2018,Texas Tech,2017-18,2017-18,37,21,5.6,129,95,3.3,2.2,.212,6.1,4.7,10.8,23.0,9.6,11.1,10.4,12.6,2.3,4.8,10.8,18.3,G,Texas Tech,zhaire-smith-1
574,Dalen Terry,416,2.3,1.4,2.2,4.1,14.7,4.8,13.0,.564,.372,.542,CHI,1,18,2022,Arizona,2020-21,2021-22,63,51,5.7,116,97,2.9,2.9,.146,2.2,4.1,6.2,14.7,4.8,13.0,9.2,18.8,2.3,1.4,18.2,13.9,G,Arizona,dalen-terry-1
575,Kevon Looney,416,2.5,3.3,4.7,2.3,21.9,12.2,21.0,.532,.165,.505,GSW,1,30,2015,UCLA,2014-15,2014-15,36,36,4.8,117,97,2.8,2.0,.172,4.7,2.3,7.0,21.9,12.2,21.0,16.6,9.1,2.5,3.3,10.3,19.7,F,UCLA,kevon-looney-1
576,Talen Horton-Tucker,414,2.8,2.7,1.7,2.5,17.2,2.9,16.7,.488,.416,.470,ORL,2,46,2019,Iowa State,2018-19,2018-19,35,34,2.7,100,98,1.0,1.7,.114,1.7,2.5,4.2,17.2,2.9,16.7,10.2,16.2,2.8,2.7,12.4,26.2,G,Iowa State,talen-horton-tucker-1
577,Trevor Keels,413,2.4,0.2,2.7,1.5,16.5,3.3,9.0,.520,.493,.496,NYK,2,42,2022,Duke,2021-22,2021-22,36,26,3.7,112,103,2.3,1.3,.134,2.7,1.5,4.2,16.5,3.3,9.0,6.4,14.9,2.4,0.2,10.2,20.7,G,Duke,trevor-keels-1
578,Jett Howard,412,0.8,2.1,4.2,1.0,16.7,1.0,8.7,.562,.640,.532,ORL,1,11,2023,Michigan,2022-23,2022-23,29,29,3.0,113,106,2.1,1.0,.132,4.2,1.0,5.2,16.7,1.0,8.7,5.0,12.9,0.8,2.1,9.2,23.0,G,Michigan,jett-howard-1
579,Chinanu Onuaku,411,2.2,8.6,1.9,6.1,21.0,13.1,21.5,.614,.003,.619,HOU,2,37,2016,Louisville,2014-15,2015-16,66,55,6.2,110,86,2.2,4.0,.178,1.9,6.1,8.0,21.0,13.1,21.5,17.3,9.7,2.2,8.6,24.6,16.1,F,Louisville,chinanu-onuaku-1
580,David Johnson,411,2.1,1.3,2.2,2.5,15.7,4.9,14.0,.512,.292,.494,TOR,2,47,2021,Louisville,2019-20,2020-21,46,23,3.0,98,98,1.1,1.8,.108,2.2,2.5,4.7,15.7,4.9,14.0,9.6,25.5,2.1,1.3,21.8,24.1,G,Louisville,david-johnson-13
581,Reed Sheppard,411,4.6,2.5,6.4,5.0,23.6,1.5,13.3,.699,.548,.679,HOU,1,3,2024,Kentucky,2023-24,2023-24,33,5,4.5,129,103,3.0,1.4,.188,6.4,5.0,11.4,23.6,1.5,13.3,7.7,24.1,4.6,2.5,18.3,18.0,G,Kentucky,reed-sheppard-2
582,Rashad Vaughn,410,1.5,1.1,4.5,0.1,20.2,2.3,13.7,.547,.430,.521,MIL,1,17,2015,UNLV,2014-15,2014-15,23,23,2.5,104,100,1.4,1.1,.132,4.5,0.1,4.5,20.2,2.3,13.7,8.4,11.8,1.5,1.1,11.8,30.8,G,UNLV,rashad-vaughn-1
583,Cole Anthony,407,2.1,0.9,3.3,1.8,17.5,1.4,16.4,.501,.409,.451,ORL,1,15,2020,North Carolina,2019-20,2019-20,22,20,2.1,100,102,1.2,0.9,.108,3.3,1.8,5.1,17.5,1.4,16.4,8.7,24.1,2.1,0.9,15.9,30.0,G,North Carolina,cole-anthony-1
584,Jahmi'us Ramsey,406,2.5,2.5,4.3,2.4,19.1,3.0,12.4,.546,.421,.531,SAC,2,43,2020,Texas Tech,2019-20,2019-20,27,27,3.3,105,93,1.6,1.7,.156,4.3,2.4,6.7,19.1,3.0,12.4,7.8,16.1,2.5,2.5,12.7,26.2,G,Texas Tech,jahmius-ramsey-1
585,AJ Griffin,405,1.3,2.3,6.6,1.5,20.7,3.9,13.7,.630,.537,.613,ATL,1,16,2022,Duke,2021-22,2021-22,39,25,4.2,129,102,3.0,1.2,.180,6.6,1.5,8.1,20.7,3.9,13.7,9.1,7.0,1.3,2.3,7.2,18.8,F,Duke,aj-griffin-1
586,Jarace Walker,404,2.2,6.3,4.5,4.4,22.1,9.6,18.2,.534,.297,.516,WAS,1,8,2023,Houston,2022-23,2022-23,36,35,5.2,114,87,2.4,2.8,.211,4.5,4.4,8.8,22.1,9.6,18.2,14.0,12.5,2.2,6.3,12.3,22.4,F,Houston,jarace-walker-1
587,Jaden McDaniels,402,1.4,4.9,0.3,2.2,14.6,4.4,15.8,.515,.378,.469,LAL,1,28,2020,Washington,2019-20,2019-20,31,21,2.3,94,95,0.6,1.7,.096,0.3,2.2,2.6,14.6,4.4,15.8,10.6,14.6,1.4,4.9,20.4,25.6,F,Washington,jaden-mcdaniels-1
588,Karl-Anthony Towns,401,1.4,11.5,6.6,7.6,31.4,14.2,22.3,.627,.031,.570,MIN,1,1,2015,Kentucky,2014-15,2014-15,39,39,6.4,127,78,3.5,2.9,.311,6.6,7.6,14.3,31.4,14.2,22.3,18.5,11.6,1.4,11.5,14.2,23.7,F,Kentucky,karl-anthony-towns-1
589,Marquis Teague,401,1.7,0.8,0.8,1.4,13.2,1.6,7.1,.491,.227,.449,CHI,1,29,2012,Kentucky,2011-12,2011-12,40,40,3.5,102,99,1.7,1.8,.108,0.8,1.4,2.3,13.2,1.6,7.1,4.5,25.6,1.7,0.8,21.1,20.2,G,Kentucky,marquis-teague-1
590,Troy Brown,396,2.9,0.8,1.4,2.3,16.6,5.9,18.0,.532,.342,.494,WAS,1,15,2018,Oregon,2017-18,2017-18,35,35,3.1,106,102,1.5,1.6,.114,1.4,2.3,3.7,16.6,5.9,18.0,12.0,18.7,2.9,0.8,18.8,21.0,F,Oregon,troy-brown-5
591,Frank Jackson,394,1.3,0.2,3.7,1.4,17.0,3.1,8.3,.598,.459,.564,CHA,2,31,2017,Duke,2016-17,2016-17,36,16,3.3,119,106,2.4,0.9,.147,3.7,1.4,5.1,17.0,3.1,8.3,5.8,12.6,1.3,0.2,12.9,21.1,G,Duke,frank-jackson-2
592,Quincy Miller,393,1.7,2.9,3.4,1.9,19.4,7.5,17.5,.541,.223,.485,DEN,2,38,2012,Baylor,2011-12,2011-12,37,35,3.5,110,99,2.1,1.3,.153,3.4,1.9,5.3,19.4,7.5,17.5,12.5,11.6,1.7,2.9,15.4,23.9,F,Baylor,quincy-miller-1
593,Liam McNeeley,392,1.1,0.8,2.6,0.8,16.1,3.7,18.7,.529,.468,.455,PHO,1,29,2025,Connecticut,2024-25,2024-25,27,26,2.9,112,107,1.8,1.1,.132,2.6,0.8,3.4,16.1,3.7,18.7,11.5,13.1,1.1,0.8,11.9,25.6,F,Connecticut,liam-mcneeley-1
594,Zach Collins,390,1.5,9.8,4.6,6.0,31.0,12.1,23.3,.703,.101,.676,SAC,1,10,2017,Gonzaga,2016-17,2016-17,39,0,5.0,125,79,2.6,2.4,.299,4.6,6.0,10.6,31.0,12.1,23.3,18.4,4.4,1.5,9.8,17.8,24.8,F,Gonzaga,zach-collins-1
595,TyTy Washington Jr.,388,2.6,0.7,4.1,3.3,19.3,2.6,10.7,.528,.306,.504,MEM,1,29,2022,Kentucky,2021-22,2021-22,31,29,3.9,115,98,2.4,1.5,.171,4.1,3.3,7.4,19.3,2.6,10.7,6.8,22.7,2.6,0.7,12.2,22.5,G,Kentucky,tyty-washingtonjr-1
596,Mohamed Bamba,387,1.5,13.1,5.0,5.9,28.3,12.2,28.2,.593,.189,.567,ORL,1,6,2018,Texas,2017-18,2017-18,30,29,4.8,118,90,2.4,2.4,.212,5.0,5.9,10.9,28.3,12.2,28.2,20.2,3.6,1.5,13.1,12.3,21.3,F,Texas,mohamed-bamba-1
597,Jonathan Isaac,383,2.4,6.2,5.8,4.2,24.6,7.7,25.1,.614,.348,.568,ORL,1,6,2017,Florida State,2016-17,2016-17,32,32,4.3,122,94,2.4,1.9,.205,5.8,4.2,10.0,24.6,7.7,25.1,16.7,7.5,2.4,6.2,13.3,20.3,F,Florida State,jonathan-isaac-1
598,Jaren Jackson Jr.,382,1.6,14.3,4.4,7.3,26.9,8.8,19.7,.647,.414,.595,MEM,1,4,2018,Michigan State,2017-18,2017-18,35,34,4.6,121,86,2.3,2.2,.239,4.4,7.3,11.7,26.9,8.8,19.7,15.0,9.3,1.6,14.3,17.4,23.5,F,Michigan State,jaren-jacksonjr-1
599,Devin Booker,381,1.3,0.3,6.1,3.3,19.4,2.6,7.8,.600,.491,.571,PHO,1,13,2015,Kentucky,2014-15,2014-15,38,0,4.5,123,92,2.7,1.8,.219,6.1,3.3,9.4,19.4,2.6,7.8,5.4,10.9,1.3,0.3,10.4,22.8,G,Kentucky,devin-booker-2
600,Stephon Castle,377,1.8,2.1,3.4,3.1,19.0,7.8,12.0,.551,.259,.507,SAS,1,4,2024,Connecticut,2023-24,2023-24,34,30,4.3,120,99,2.5,1.7,.186,3.4,3.1,6.5,19.0,7.8,12.0,10.1,18.4,1.8,2.1,13.0,22.0,G,Connecticut,stephon-castle-2


Provided by <a href="https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">Stathead</a>: <a href="https://www.sports-reference.com/stathead/basketball/cbb/player-season-finder.cgi?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">Found with Stathead. See Full Results.</a><br>Generated 5/6/2026.--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Player,PTS,STL%,BLK%,OBPM,DBPM,PER,ORB%,DRB%,TS%,3PAr,eFG%,Draft Team,Round,Pick,Draft Year,Draft College,From,To,G,GS,WS,ORtg,DRtg,OWS,DWS,WS/40,OBPM,DBPM,BPM,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Team,Player-additional
601,Cason Wallace,375,3.7,1.6,3.6,4.2,18.5,3.3,10.2,.543,.407,.516,DAL,1,10,2023,Kentucky,2022-23,2022-23,32,32,3.9,114,100,2.2,1.6,.150,3.6,4.2,7.7,18.5,3.3,10.2,6.7,24.3,3.7,1.6,16.3,19.9,G,Kentucky,cason-wallace-1
602,Cory Joseph,375,1.9,0.9,2.7,3.8,15.1,2.2,9.5,.526,.391,.503,SAS,1,29,2011,Texas,2010-11,2010-11,36,36,4.4,113,95,2.2,2.2,.152,2.7,3.8,6.5,15.1,2.2,9.5,6.0,17.3,1.9,0.9,13.1,17.3,G,Texas,cory-joseph-1
603,Cam Christie,373,1.2,1.1,2.1,0.6,13.7,1.0,12.9,.546,.577,.516,LAC,2,46,2024,Minnesota,2023-24,2023-24,33,26,2.5,112,110,1.6,0.9,.100,2.1,0.6,2.7,13.7,1.0,12.9,7.1,13.8,1.2,1.1,10.0,19.7,G,Minnesota,cam-christie-1
604,Hamidou Diallo,371,1.7,1.6,0.6,2.3,13.8,4.2,11.5,.498,.246,.470,NJN,2,45,2018,Kentucky,2017-18,2017-18,37,37,2.4,104,103,1.1,1.3,.103,0.6,2.3,2.9,13.8,4.2,11.5,8.1,9.5,1.7,1.6,12.0,22.6,G,Kentucky,hamidou-diallo-1
605,Lonnie Walker,368,2.0,1.8,2.9,2.3,16.3,1.7,9.2,.527,.509,.503,SAS,1,18,2018,Miami (FL),2017-18,2017-18,32,18,2.8,109,103,1.6,1.3,.127,2.9,2.3,5.2,16.3,1.7,9.2,5.5,13.0,2.0,1.8,9.6,22.4,G,Miami (FL),lonnie-walker-2
606,Mitch McGary,367,3.7,3.7,3.9,4.0,25.2,15.9,25.1,.582,.007,.588,OKC,1,21,2014,Michigan,2012-13,2013-14,47,12,4.9,115,91,2.6,2.2,.201,3.9,4.0,7.8,25.2,15.9,25.1,20.4,7.5,3.7,3.7,16.0,21.0,F,Michigan,mitch-mcgary-1
607,Yves Missi,365,1.5,7.3,5.0,2.4,24.7,14.6,16.4,.622,.000,.614,NOH,1,21,2024,Baylor,2023-24,2023-24,34,32,3.7,126,103,2.6,1.2,.191,5.0,2.4,7.4,24.7,14.6,16.4,15.5,3.4,1.5,7.3,11.7,21.8,F,Baylor,yves-missi-2
608,Cassius Stanley,364,1.4,2.4,3.6,1.9,18.5,7.6,11.7,.569,.319,.531,IND,2,54,2020,Duke,2019-20,2019-20,29,29,3.3,112,96,1.9,1.4,.166,3.6,1.9,5.4,18.5,7.6,11.7,9.7,6.6,1.4,2.4,14.4,21.9,G,Duke,cassius-stanley-1
609,Dalano Banton,363,1.9,4.0,0.5,2.4,14.1,3.9,18.4,.485,.373,.453,TOR,2,46,2021,Nebraska,2018-19,2020-21,58,34,2.2,93,99,0.3,1.9,.074,0.5,2.4,2.9,14.1,3.9,18.4,11.3,27.6,1.9,4.0,24.1,20.2,G,NebraskaWestern Kentucky,dalano-banton-1
610,Isaac Okoro,360,1.7,3.1,3.8,2.5,19.1,6.4,8.8,.587,.288,.556,CLE,1,5,2020,Auburn,2019-20,2019-20,28,28,3.4,116,101,2.3,1.1,.156,3.8,2.5,6.3,19.1,6.4,8.8,7.6,13.1,1.7,3.1,15.2,19.6,F,Auburn,isaac-okoro-1
611,Josh Green,359,2.8,1.6,2.8,4.1,17.9,4.8,11.9,.528,.288,.476,DAL,1,18,2020,Arizona,2019-20,2019-20,30,30,3.8,110,93,2.0,1.9,.166,2.8,4.1,6.9,17.9,4.8,11.9,8.4,16.0,2.8,1.6,12.6,20.7,G,Arizona,josh-green-2
612,Ryan Dunn,358,2.8,10.4,0.7,5.5,20.0,8.5,21.3,.565,.189,.567,DEN,1,28,2024,Virginia,2022-23,2023-24,65,34,5.5,112,90,1.9,3.6,.166,0.7,5.5,6.2,20.0,8.5,21.3,14.8,5.5,2.8,10.4,11.7,15.4,G,Virginia,ryan-dunn-1
613,Nassir Little,353,1.5,3.3,2.9,2.2,20.0,9.2,16.8,.549,.190,.504,POR,1,25,2019,North Carolina,2018-19,2018-19,36,0,2.7,110,97,1.4,1.2,.163,2.9,2.2,5.1,20.0,9.2,16.8,13.0,6.4,1.5,3.3,13.0,25.2,F,North Carolina,nassir-little-1
614,Noah Clowney,352,1.3,3.4,3.7,4.5,18.6,8.7,21.4,.576,.474,.553,NJN,1,21,2023,Alabama,2022-23,2022-23,36,36,4.3,117,90,1.9,2.4,.189,3.7,4.5,8.3,18.6,8.7,21.4,15.5,5.8,1.3,3.4,13.1,18.0,F,Alabama,noah-clowney-1
615,Egor Demin,351,2.5,1.7,3.1,2.2,15.6,1.3,14.8,.509,.503,.480,NJN,1,8,2025,Brigham Young,2024-25,2024-25,33,33,2.3,104,106,1.1,1.3,.103,3.1,2.2,5.3,15.6,1.3,14.8,8.3,34.6,2.5,1.7,21.9,24.5,G,Brigham Young,egor-demin-1
616,Zach LaVine,349,2.1,0.8,1.7,1.2,14.6,2.4,9.5,.545,.444,.524,MIN,1,13,2014,UCLA,2013-14,2013-14,37,1,2.5,109,105,1.4,1.2,.111,1.7,1.2,2.9,14.6,2.4,9.5,6.1,12.6,2.1,0.8,11.6,20.1,G,UCLA,zach-lavine-1
617,Thomas Sorber,348,2.7,7.6,4.1,4.4,24.7,9.5,21.9,.580,.148,.544,OKC,1,15,2025,Georgetown,2024-25,2024-25,24,23,3.4,115,97,1.7,1.7,.179,4.1,4.4,8.5,24.7,9.5,21.9,15.6,15.6,2.7,7.6,15.3,23.6,F,Georgetown,thomas-sorber-1
618,Jalen Duren,347,1.8,9.9,3.7,3.3,25.3,14.0,21.5,.608,.004,.597,CHA,1,13,2022,Memphis,2021-22,2021-22,29,29,3.5,113,92,1.8,1.7,.190,3.7,3.3,7.1,25.3,14.0,21.5,18.0,10.5,1.8,9.9,18.6,22.8,C,Memphis,jalen-duren-1
619,Balsa Koprivica,346,1.2,6.2,3.4,2.5,24.9,13.5,17.5,.648,.005,.634,CHA,2,57,2021,Florida State,2019-20,2020-21,51,20,3.9,123,97,2.6,1.3,.208,3.4,2.5,5.9,24.9,13.5,17.5,15.6,7.0,1.2,6.2,15.5,20.9,C,Florida State,balsa-koprivica-1
620,Myles Turner,345,0.8,12.3,3.4,6.0,25.5,7.2,24.9,.556,.241,.488,IND,1,11,2015,Texas,2014-15,2014-15,34,7,4.0,113,86,1.9,2.1,.213,3.4,6.0,9.3,25.5,7.2,24.9,16.7,6.2,0.8,12.3,13.2,25.1,F,Texas,myles-turner-1
621,Caleb Houstan,343,1.4,0.8,1.9,1.2,11.8,3.1,11.7,.530,.595,.489,ORL,2,32,2022,Michigan,2021-22,2021-22,34,34,2.3,105,107,1.4,0.9,.084,1.9,1.2,3.1,11.8,3.1,11.7,7.5,7.4,1.4,0.8,13.9,17.9,G,Michigan,caleb-houstan-1
622,OG Anunoby,342,3.2,5.5,4.5,3.9,21.8,10.0,13.8,.609,.311,.620,TOR,1,23,2017,Indiana,2015-16,2016-17,50,10,3.6,118,98,2.0,1.6,.165,4.5,3.9,8.4,21.8,10.0,13.8,12.0,8.6,3.2,5.5,16.1,19.0,F,Indiana,og-anunoby-1
623,Andre Drummond,340,1.8,9.9,2.0,2.9,21.9,14.2,17.0,.509,.007,.538,DET,1,9,2012,Connecticut,2011-12,2011-12,34,30,2.9,103,97,1.4,1.5,.121,2.0,2.9,4.9,21.9,14.2,17.0,15.6,3.4,1.8,9.9,13.5,20.9,C,Connecticut,andre-drummond-1
624,Noah Vonleh,338,1.9,5.4,2.9,3.7,22.2,10.8,27.3,.604,.153,.560,CHA,1,9,2014,Indiana,2013-14,2013-14,30,29,3.6,113,92,1.6,2.0,.182,2.9,3.7,6.6,22.2,10.8,27.3,19.4,4.9,1.9,5.4,18.6,21.4,F,Indiana,noah-vonleh-1
625,Amari Bailey,335,2.5,1.4,1.7,3.3,16.4,3.6,13.2,.553,.198,.533,CHA,2,41,2023,UCLA,2022-23,2022-23,30,28,2.7,101,93,0.9,1.9,.136,1.7,3.3,5.0,16.4,3.6,13.2,8.3,15.2,2.5,1.4,19.4,23.7,G,UCLA,amari-bailey-1
626,Khaman Maluach,335,0.6,6.8,6.2,3.6,25.5,16.5,19.2,.736,.084,.723,HOU,1,10,2025,Duke,2024-25,2024-25,39,39,5.4,147,94,3.4,2.0,.260,6.2,3.6,9.9,25.5,16.5,19.2,18.0,4.3,0.6,6.8,11.6,16.1,C,Duke,khaman-maluach-1
627,Kelly Oubre,333,3.3,1.8,4.7,4.1,21.1,6.4,19.2,.555,.383,.512,ATL,1,15,2015,Kansas,2014-15,2014-15,36,27,3.4,112,93,1.7,1.7,.180,4.7,4.1,8.8,21.1,6.4,19.2,13.2,8.1,3.3,1.8,12.5,23.1,G,Kansas,kelly-oubre-1
628,Kendall Brown,329,2.2,1.5,3.7,3.6,18.4,7.3,13.7,.630,.181,.615,MIN,2,48,2022,Baylor,2021-22,2021-22,34,34,4.0,119,95,2.2,1.8,.174,3.7,3.6,7.4,18.4,7.3,13.7,10.5,12.3,2.2,1.5,18.2,17.1,G,Baylor,kendall-brown-1
629,Kai Jones,327,2.0,5.3,2.3,4.0,17.7,8.9,14.4,.618,.265,.598,NYK,1,19,2021,Texas,2019-20,2020-21,53,14,4.0,114,95,2.0,2.0,.154,2.3,4.0,6.2,17.7,8.9,14.4,11.7,4.9,2.0,5.3,18.2,15.8,F,Texas,kai-jones-1
630,Cam Whitmore,326,3.2,1.6,3.7,2.5,20.5,3.7,20.3,.571,.424,.551,HOU,1,20,2023,Villanova,2022-23,2022-23,26,20,2.3,105,100,1.1,1.2,.130,3.7,2.5,6.2,20.5,3.7,20.3,12.1,6.4,3.2,1.6,12.8,25.6,F,Villanova,cam-whitmore-1
631,Max Christie,324,1.0,1.7,0.8,1.1,10.5,3.4,9.2,.494,.420,.449,LAL,2,35,2022,Michigan State,2021-22,2021-22,35,35,1.7,100,108,0.9,0.8,.063,0.8,1.1,1.9,10.5,3.4,9.2,6.4,8.6,1.0,1.7,13.7,18.1,G,Michigan State,max-christie-1
632,Jaxson Hayes,320,1.5,10.6,4.6,5.5,27.0,8.7,16.3,.739,.000,.728,ATL,1,8,2019,Texas,2018-19,2018-19,32,21,4.3,139,96,2.8,1.5,.230,4.6,5.5,10.1,27.0,8.7,16.3,12.5,2.6,1.5,10.6,11.8,17.2,F,Texas,jaxson-hayes-1
633,Jaden Springer,313,2.7,2.0,3.6,3.3,20.9,4.6,10.9,.570,.203,.511,PHI,1,28,2021,Tennessee,2020-21,2020-21,25,15,2.9,109,94,1.6,1.3,.180,3.6,3.3,6.9,20.9,4.6,10.9,7.8,24.1,2.7,2.0,17.9,26.0,G,Tennessee,jaden-springer-1
634,Joel Embiid,313,2.3,11.7,5.0,6.9,28.2,12.7,27.3,.655,.029,.629,PHI,1,3,2014,Kansas,2013-14,2013-14,28,20,3.4,117,91,1.8,1.7,.213,5.0,6.9,11.9,28.2,12.7,27.3,20.5,11.5,2.3,11.7,21.6,23.4,C,Kansas,joel-embiid-1
635,Trey Lyles,313,1.4,2.1,3.9,4.1,19.8,9.9,16.1,.543,.121,.496,UTA,1,12,2015,Kentucky,2014-15,2014-15,36,21,4.4,116,86,2.1,2.3,.213,3.9,4.1,8.0,19.8,9.9,16.1,13.3,9.2,1.4,2.1,12.4,20.8,F,Kentucky,trey-lyles-1
636,Keon Johnson,306,2.5,2.0,1.0,3.1,16.3,4.8,11.0,.519,.194,.476,NYK,1,21,2021,Tennessee,2020-21,2020-21,27,17,2.1,98,95,0.7,1.4,.124,1.0,3.1,4.1,16.3,4.8,11.0,7.9,20.7,2.5,2.0,19.4,26.8,G,Tennessee,keon-johnson-2
637,De'Anthony Melton,300,4.0,3.9,2.6,4.6,19.2,5.9,13.6,.530,.320,.483,HOU,2,46,2018,Southern California,2016-17,2016-17,36,25,3.2,111,101,1.7,1.5,.133,2.6,4.6,7.2,19.2,5.9,13.6,9.9,22.5,4.0,3.9,18.5,17.7,G,Southern California,deanthony-melton-1
638,Johnny Furphy,298,2.1,1.6,3.8,2.8,17.0,6.8,15.9,.609,.607,.573,SAS,2,35,2024,Kansas,2023-24,2023-24,33,19,3.1,121,101,1.7,1.4,.156,3.8,2.8,6.6,17.0,6.8,15.9,11.7,7.1,2.1,1.6,10.3,17.6,G,Kansas,johnny-furphy-1
639,Moussa Diabate,289,0.8,3.7,1.6,1.1,17.6,11.9,17.0,.565,.065,.549,LAC,2,43,2022,Michigan,2021-22,2021-22,32,26,2.5,111,104,1.6,0.9,.124,1.6,1.1,2.8,17.6,11.9,17.0,14.5,6.2,0.8,3.7,15.5,19.7,F,Michigan,moussa-diabate-1
640,Brandon Boston Jr.,287,2.5,0.5,1.0,2.1,13.3,4.8,11.2,.447,.345,.407,MEM,2,51,2021,Kentucky,2020-21,2020-21,25,24,1.6,98,102,0.7,1.0,.087,1.0,2.1,3.1,13.3,4.8,11.2,8.0,11.1,2.5,0.5,10.1,23.0,G,Kentucky,brandon-bostonjr-1
641,Cody Williams,286,1.3,2.4,2.4,1.5,15.7,3.2,9.1,.620,.211,.595,UTA,1,10,2024,Colorado,2023-24,2023-24,24,18,2.0,112,107,1.2,0.8,.118,2.4,1.5,3.9,15.7,3.2,9.1,6.4,10.2,1.3,2.4,17.2,20.8,F,Colorado,cody-williams-2
642,JD Davison,282,2.1,1.4,3.3,1.9,16.0,4.5,15.2,.558,.388,.521,BOS,2,53,2022,Alabama,2021-22,2021-22,33,5,2.1,104,105,1.2,0.8,.097,3.3,1.9,5.2,16.0,4.5,15.2,9.8,29.4,2.1,1.4,27.3,18.8,G,Alabama,jd-davison-1
643,Jeremy Sochan,277,2.9,3.2,3.6,4.4,19.6,8.9,20.6,.546,.384,.531,SAS,1,9,2022,Baylor,2021-22,2021-22,30,1,3.4,112,90,1.6,1.9,.182,3.6,4.4,8.0,19.6,8.9,20.6,14.7,12.3,2.9,3.2,15.6,19.6,F,Baylor,jeremy-sochan-1
644,Day'Ron Sharpe,275,2.3,5.1,4.3,3.2,25.5,18.1,23.8,.521,.009,.519,PHO,1,29,2021,North Carolina,2020-21,2020-21,29,4,2.3,105,93,1.1,1.2,.169,4.3,3.2,7.5,25.5,18.1,23.8,20.9,15.4,2.3,5.1,17.8,26.3,F,North Carolina,dayron-sharpe-1
645,Drake Powell,275,1.6,2.8,2.8,3.3,12.9,3.3,11.4,.581,.450,.569,ATL,1,22,2025,North Carolina,2024-25,2024-25,37,24,2.5,118,108,1.4,1.1,.106,2.8,3.3,6.1,12.9,3.3,11.4,7.5,7.0,1.6,2.8,10.2,13.8,G,North Carolina,drake-powell-1
646,Tony Bradley,269,1.0,4.4,5.6,2.3,26.2,18.6,19.0,.590,.000,.573,LAL,1,28,2017,North Carolina,2016-17,2016-17,38,0,3.1,129,98,2.1,1.0,.225,5.6,2.3,7.9,26.2,18.6,19.0,18.8,7.2,1.0,4.4,9.9,20.7,F,North Carolina,tony-bradley-1
